onset	duration	trial_type	value	sample
1068.164	0.001	S_8	8	267041
1070.26	0.001	R_2	102	267565
1071.608	0.001	S_1	1	267902
1073.204	0.001	S_8	8	268301
1074.716	0.001	R_2	102	268679
1076.128	0.001	S_2	2	269032
1077.696	0.001	S_16	16	269424
1079.452	0.001	R_1	101	269863
1080.672	0.001	S_2	2	270168
1082.244	0.001	S_16	16	270561
1084.612	0.001	R_2	102	271153
1085.928	0.001	S_2	2	271482
1087.504	0.001	S_16	16	271876
1089.116	0.001	R_2	102	272279
1090.584	0.001	S_2	2	272646
1092.152	0.001	S_8	8	273038
1093.964	0.001	R_2	102	273491
1095.284	0.001	S_2	2	273821
1096.852	0.001	S_16	16	274213
1098.052	0.001	R_2	102	274513
1099.66	0.001	S_1	1	274915
1101.236	0.001	S_8	8	275309
1103.14	0.001	R_2	102	275785
1104.568	0.001	S_2	2	276142
1106.144	0.001	S_16	16	276536
1107.436	0.001	R_2	102	276859
1109.04	0.001	S_1	1	277260
1110.604	0.001	S_8	8	277651
1111.832	0.001	R_1	101	277958
1113.148	0.001	S_2	2	278287
1114.712	0.001	S_16	16	278678
1115.744	0.001	R_1	101	278936
1116.984	0.001	S_1	1	279246
1118.552	0.001	S_8	8	279638
1119.48	0.001	R_2	102	279870
1121.136	0.001	S_2	2	280284
1122.704	0.001	S_16	16	280676
1123.556	0.001	R_1	101	280889
1125.2	0.001	S_1	1	281300
1126.772	0.001	S_8	8	281693
1128.312	0.001	R_2	102	282078
1129.712	0.001	S_1	1	282428
1131.276	0.001	S_8	8	282819
1133.144	0.001	R_2	102	283286
1134.476	0.001	S_2	2	283619
1136.044	0.001	S_8	8	284011
1137.336	0.001	R_1	101	284334
1138.952	0.001	S_1	1	284738
1140.524	0.001	S_8	8	285131
1144.748	0.001	S_1	1	286187
1146.316	0.001	S_8	8	286579
1146.928	0.001	R_2	102	286732
1148.216	0.001	S_2	2	287054
1149.784	0.001	S_16	16	287446
1151.032	0.001	R_2	102	287758
1152.488	0.001	S_2	2	288122
1154.056	0.001	S_16	16	288514
1154.848	0.001	R_1	101	288712
1164.088	0.001	S_1	1	291022
1165.656	0.001	S_16	16	291414
1166.552	0.001	R_1	101	291638
1167.912	0.001	S_1	1	291978
1169.484	0.001	S_8	8	292371
1170.728	0.001	R_1	101	292682
1172.24	0.001	S_1	1	293060
1173.812	0.001	S_8	8	293453
1175.416	0.001	R_2	102	293854
1176.648	0.001	S_2	2	294162
1178.216	0.001	S_8	8	294554
1179.52	0.001	R_1	101	294880
1180.86	0.001	S_2	2	295215
1182.436	0.001	S_8	8	295609
1185.376	0.001	R_1	101	296344
1186.816	0.001	S_1	1	296704
1188.384	0.001	S_16	16	297096
1189.648	0.001	R_2	102	297412
1191.0	0.001	S_2	2	297750
1192.576	0.001	S_16	16	298144
1194.256	0.001	R_1	101	298564
1195.768	0.001	S_2	2	298942
1197.336	0.001	S_16	16	299334
1198.944	0.001	R_2	102	299736
1200.592	0.001	S_2	2	300148
1202.152	0.001	S_8	8	300538
1203.056	0.001	R_2	102	300764
1204.392	0.001	S_1	1	301098
1205.956	0.001	S_16	16	301489
1207.112	0.001	R_1	101	301778
1208.352	0.001	S_2	2	302088
1209.928	0.001	S_16	16	302482
1211.384	0.001	R_2	102	302846
1212.656	0.001	S_1	1	303164
1214.224	0.001	S_8	8	303556
1215.912	0.001	R_2	102	303978
1217.096	0.001	S_2	2	304274
1218.668	0.001	S_8	8	304667
1220.192	0.001	R_1	101	305048
1221.568	0.001	S_2	2	305392
1223.136	0.001	S_16	16	305784
1224.312	0.001	R_1	101	306078
1225.784	0.001	S_2	2	306446
1227.356	0.001	S_16	16	306839
1229.432	0.001	R_1	101	307358
1230.612	0.001	S_2	2	307653
1232.184	0.001	S_8	8	308046
1233.496	0.001	R_1	101	308374
1234.704	0.001	S_2	2	308676
1236.276	0.001	S_16	16	309069
1238.2	0.001	R_2	102	309550
1239.42	0.001	S_2	2	309855
1240.988	0.001	S_16	16	310247
1242.064	0.001	R_1	101	310516
1243.552	0.001	S_2	2	310888
1245.124	0.001	S_16	16	311281
1246.888	0.001	R_1	101	311722
1248.212	0.001	S_1	1	312053
1249.776	0.001	S_8	8	312444
1252.072	0.001	R_1	101	313018
1285.108	0.001	S_2	2	321277
1286.672	0.001	S_16	16	321668
1288.592	0.001	R_1	101	322148
1289.82	0.001	S_1	1	322455
1291.384	0.001	S_8	8	322846
1292.568	0.001	R_1	101	323142
1294.14	0.001	S_1	1	323535
1295.704	0.001	S_8	8	323926
1297.128	0.001	R_2	102	324282
1298.688	0.001	S_2	2	324672
1300.268	0.001	S_16	16	325067
1302.144	0.001	R_2	102	325536
1303.74	0.001	S_1	1	325935
1305.328	0.001	S_8	8	326332
1306.688	0.001	R_2	102	326672
1308.348	0.001	S_2	2	327087
1309.916	0.001	S_16	16	327479
1311.416	0.001	R_1	101	327854
1312.712	0.001	S_1	1	328178
1314.288	0.001	S_8	8	328572
1315.768	0.001	R_1	101	328942
1317.34	0.001	S_1	1	329335
1318.904	0.001	S_8	8	329726
1320.728	0.001	R_1	101	330182
1322.24	0.001	S_1	1	330560
1323.808	0.001	S_8	8	330952
1326.216	0.001	R_1	101	331554
1327.7	0.001	S_1	1	331925
1329.264	0.001	S_8	8	332316
1331.944	0.001	R_2	102	332986
1333.584	0.001	S_2	2	333396
1335.148	0.001	S_16	16	333787
1337.2	0.001	R_1	101	334300
1338.708	0.001	S_2	2	334677
1340.276	0.001	S_8	8	335069
1342.504	0.001	R_1	101	335626
1344.028	0.001	S_2	2	336007
1345.596	0.001	S_16	16	336399
1346.704	0.001	R_1	101	336676
1348.368	0.001	S_1	1	337092
1349.944	0.001	S_16	16	337486
1351.296	0.001	R_2	102	337824
1352.516	0.001	S_2	2	338129
1354.088	0.001	S_16	16	338522
1356.104	0.001	R_2	102	339026
1357.376	0.001	S_1	1	339344
1358.94	0.001	S_8	8	339735
1361.168	0.001	R_1	101	340292
1362.52	0.001	S_2	2	340630
1364.088	0.001	S_16	16	341022
1365.0	0.001	R_1	101	341250
1366.456	0.001	S_1	1	341614
1368.028	0.001	S_8	8	342007
1369.712	0.001	R_1	101	342428
1370.884	0.001	S_1	1	342721
1372.448	0.001	S_8	8	343112
1374.44	0.001	R_1	101	343610
1375.664	0.001	S_1	1	343916
1377.228	0.001	S_8	8	344307
1379.24	0.001	R_2	102	344810
1449.576	0.001	S_1	1	362394
1451.152	0.001	S_8	8	362788
1452.892	0.001	R_2	102	363223
1454.368	0.001	S_1	1	363592
1455.936	0.001	S_8	8	363984
1458.524	0.001	R_1	101	364631
1460.02	0.001	S_2	2	365005
1461.592	0.001	S_16	16	365398
1463.516	0.001	R_2	102	365879
1464.96	0.001	S_2	2	366240
1466.528	0.001	S_16	16	366632
1467.4	0.001	R_1	101	366850
1468.712	0.001	S_1	1	367178
1470.28	0.001	S_8	8	367570
1471.092	0.001	R_1	101	367773
1472.68	0.001	S_1	1	368170
1474.248	0.001	S_16	16	368562
1475.012	0.001	R_1	101	368753
1476.388	0.001	S_2	2	369097
1477.96	0.001	S_16	16	369490
1479.46	0.001	R_1	101	369865
1481.008	0.001	S_1	1	370252
1482.576	0.001	S_8	8	370644
1485.42	0.001	R_2	102	371355
1486.988	0.001	S_2	2	371747
1488.56	0.001	S_16	16	372140
1490.164	0.001	R_1	101	372541
1491.516	0.001	S_2	2	372879
1493.088	0.001	S_8	8	373272
1495.172	0.001	R_2	102	373793
1496.816	0.001	S_1	1	374204
1498.392	0.001	S_8	8	374598
1499.444	0.001	R_1	101	374861
1500.66	0.001	S_1	1	375165
1502.232	0.001	S_16	16	375558
1503.444	0.001	R_1	101	375861
1505.004	0.001	S_2	2	376251
1506.584	0.001	S_16	16	376646
1508.5	0.001	R_1	101	377125
1510.0	0.001	S_1	1	377500
1511.568	0.001	S_8	8	377892
1512.548	0.001	R_1	101	378137
1513.976	0.001	S_1	1	378494
1515.552	0.001	S_16	16	378888
1516.388	0.001	R_1	101	379097
1517.864	0.001	S_2	2	379466
1519.428	0.001	S_16	16	379857
1520.86	0.001	R_1	101	380215
1522.108	0.001	S_1	1	380527
1523.68	0.001	S_8	8	380920
1524.956	0.001	R_1	101	381239
1526.296	0.001	S_2	2	381574
1527.872	0.001	S_16	16	381968
1529.564	0.001	R_2	102	382391
1530.904	0.001	S_1	1	382726
1532.468	0.001	S_8	8	383117
1533.348	0.001	R_2	102	383337
1534.772	0.001	S_2	2	383693
1536.34	0.001	S_8	8	384085
1537.676	0.001	R_1	101	384419
1568.396	0.001	S_1	1	392099
1569.96	0.001	S_8	8	392490
1571.116	0.001	R_1	101	392779
1572.312	0.001	S_2	2	393078
1573.88	0.001	S_16	16	393470
1575.42	0.001	R_1	101	393855
1576.832	0.001	S_1	1	394208
1578.4	0.001	S_16	16	394600
1579.692	0.001	R_1	101	394923
1581.14	0.001	S_2	2	395285
1582.712	0.001	S_16	16	395678
1584.036	0.001	R_1	101	396009
1585.464	0.001	S_2	2	396366
1587.032	0.001	S_8	8	396758
1587.908	0.001	R_1	101	396977
1589.312	0.001	S_2	2	397328
1590.88	0.001	S_16	16	397720
1591.66	0.001	R_1	101	397915
1592.844	0.001	S_2	2	398211
1594.412	0.001	S_16	16	398603
1595.828	0.001	R_1	101	398957
1597.168	0.001	S_2	2	399292
1598.744	0.001	S_16	16	399686
1600.356	0.001	R_2	102	400089
1601.856	0.001	S_1	1	400464
1603.428	0.001	S_8	8	400857
1605.708	0.001	R_2	102	401427
1606.976	0.001	S_1	1	401744
1608.552	0.001	S_8	8	402138
1609.252	0.001	R_1	101	402313
1610.56	0.001	S_1	1	402640
1612.124	0.001	S_8	8	403031
1612.996	0.001	R_2	102	403249
1614.232	0.001	S_1	1	403558
1615.8	0.001	S_8	8	403950
1617.236	0.001	R_2	102	404309
1618.776	0.001	S_1	1	404694
1620.344	0.001	S_16	16	405086
1621.884	0.001	R_1	101	405471
1623.412	0.001	S_2	2	405853
1624.984	0.001	S_16	16	406246
1626.744	0.001	R_1	101	406686
1628.388	0.001	S_1	1	407097
1629.952	0.001	S_16	16	407488
1631.996	0.001	R_2	102	407999
1633.44	0.001	S_2	2	408360
1635.008	0.001	S_16	16	408752
1636.716	0.001	R_1	101	409179
1637.936	0.001	S_1	1	409484
1639.504	0.001	S_8	8	409876
1640.624	0.001	R_1	101	410156
1642.132	0.001	S_2	2	410533
1643.7	0.001	S_8	8	410925
1644.564	0.001	R_2	102	411141
1646.064	0.001	S_1	1	411516
1647.632	0.001	S_8	8	411908
1649.2	0.001	R_2	102	412300
1650.736	0.001	S_2	2	412684
1652.304	0.001	S_8	8	413076
1654.564	0.001	R_1	101	413641
1658.54	0.001		0	414635
1706.0	0.001	S_4	4	426500
1707.572	0.001	S_16	16	426893
1709.34	0.001	R_1	101	427335
1710.52	0.001	S_4	4	427630
1712.092	0.001	S_8	8	428023
1713.04	0.001	R_1	101	428260
1714.592	0.001	S_4	4	428648
1716.164	0.001	S_16	16	429041
1716.828	0.001	R_1	101	429207
1718.124	0.001	S_4	4	429531
1719.696	0.001	S_16	16	429924
1720.832	0.001	R_2	102	430208
1722.364	0.001	S_4	4	430591
1723.936	0.001	S_8	8	430984
1724.972	0.001	R_2	102	431243
1726.428	0.001	S_4	4	431607
1728.008	0.001	S_8	8	432002
1729.056	0.001	R_1	101	432264
1730.452	0.001	S_4	4	432613
1732.024	0.001	S_16	16	433006
1732.788	0.001	R_1	101	433197
1734.424	0.001	S_4	4	433606
1735.996	0.001	S_16	16	433999
1737.16	0.001	R_2	102	434290
1738.464	0.001	S_4	4	434616
1740.036	0.001	S_8	8	435009
1741.248	0.001	R_2	102	435312
1742.744	0.001	S_4	4	435686
1744.312	0.001	S_16	16	436078
1745.24	0.001	R_1	101	436310
1746.596	0.001	S_4	4	436649
1748.164	0.001	S_8	8	437041
1749.488	0.001	R_2	102	437372
1750.832	0.001	S_4	4	437708
1752.404	0.001	S_8	8	438101
1754.352	0.001	R_2	102	438588
1755.88	0.001	S_4	4	438970
1757.444	0.001	S_16	16	439361
1759.224	0.001	R_1	101	439806
1760.864	0.001	S_4	4	440216
1762.436	0.001	S_16	16	440609
1763.944	0.001	R_1	101	440986
1765.368	0.001	S_4	4	441342
1766.936	0.001	S_16	16	441734
1768.664	0.001	R_2	102	442166
1770.16	0.001	S_4	4	442540
1771.724	0.001	S_16	16	442931
1772.696	0.001	R_1	101	443174
1774.264	0.001	S_4	4	443566
1775.832	0.001	S_16	16	443958
1777.504	0.001	R_1	101	444376
1778.84	0.001	S_4	4	444710
1780.404	0.001	S_16	16	445101
1781.88	0.001	R_1	101	445470
1783.116	0.001	S_4	4	445779
1784.688	0.001	S_16	16	446172
1786.296	0.001	R_1	101	446574
1787.864	0.001	S_4	4	446966
1789.436	0.001	S_16	16	447359
1790.848	0.001	R_2	102	447712
1838.932	0.001	S_4	4	459733
1840.504	0.001	S_8	8	460126
1843.112	0.001	R_1	101	460778
1844.344	0.001	S_4	4	461086
1845.916	0.001	S_16	16	461479
1846.96	0.001	R_1	101	461740
1848.132	0.001	S_4	4	462033
1849.696	0.001	S_16	16	462424
1851.464	0.001	R_1	101	462866
1852.884	0.001	S_4	4	463221
1854.456	0.001	S_8	8	463614
1856.032	0.001	R_2	102	464008
1857.308	0.001	S_4	4	464327
1858.876	0.001	S_8	8	464719
1861.208	0.001	R_2	102	465302
1862.504	0.001	S_4	4	465626
1864.072	0.001	S_16	16	466018
1866.008	0.001	R_2	102	466502
1867.308	0.001	S_4	4	466827
1868.876	0.001	S_16	16	467219
1869.832	0.001	R_1	101	467458
1871.148	0.001	S_4	4	467787
1872.712	0.001	S_8	8	468178
1875.28	0.001	R_2	102	468820
1876.9	0.001	S_4	4	469225
1878.468	0.001	S_8	8	469617
1879.52	0.001	R_1	101	469880
1880.996	0.001	S_4	4	470249
1882.568	0.001	S_16	16	470642
1883.328	0.001	R_1	101	470832
1884.64	0.001	S_4	4	471160
1886.208	0.001	S_16	16	471552
1890.572	0.001	S_4	4	472643
1892.148	0.001	S_8	8	473037
1892.952	0.001	R_2	102	473238
1894.384	0.001	S_4	4	473596
1895.948	0.001	S_16	16	473987
1897.528	0.001	R_1	101	474382
1898.984	0.001	S_4	4	474746
1900.556	0.001	S_16	16	475139
1901.952	0.001	R_2	102	475488
1903.544	0.001	S_4	4	475886
1905.116	0.001	S_8	8	476279
1906.816	0.001	R_2	102	476704
1908.3	0.001	S_4	4	477075
1909.864	0.001	S_16	16	477466
1911.496	0.001	R_1	101	477874
1912.924	0.001	S_4	4	478231
1914.488	0.001	S_8	8	478622
1916.344	0.001	R_1	101	479086
1917.936	0.001	S_4	4	479484
1919.504	0.001	S_8	8	479876
1921.392	0.001	R_1	101	480348
1922.824	0.001	S_4	4	480706
1924.396	0.001	S_8	8	481099
1925.816	0.001	R_1	101	481454
1927.332	0.001	S_4	4	481833
1928.896	0.001	S_8	8	482224
1929.88	0.001	R_1	101	482470
1986.508	0.001	S_4	4	496627
1988.08	0.001	S_16	16	497020
1989.624	0.001	R_1	101	497406
1990.892	0.001	S_4	4	497723
1992.472	0.001	S_16	16	498118
1994.0	0.001	R_2	102	498500
1995.264	0.001	S_4	4	498816
1996.836	0.001	S_8	8	499209
1998.4	0.001	R_2	102	499600
1999.904	0.001	S_4	4	499976
2001.476	0.001	S_8	8	500369
2003.648	0.001	R_2	102	500912
2005.268	0.001	S_4	4	501317
2006.84	0.001	S_8	8	501710
2007.904	0.001	R_1	101	501976
2009.272	0.001	S_4	4	502318
2010.836	0.001	S_16	16	502709
2012.584	0.001	R_1	101	503146
2013.992	0.001	S_4	4	503498
2015.572	0.001	S_16	16	503893
2017.28	0.001	R_1	101	504320
2018.656	0.001	S_4	4	504664
2020.22	0.001	S_16	16	505055
2021.608	0.001	R_2	102	505402
2023.104	0.001	S_4	4	505776
2024.68	0.001	S_8	8	506170
2025.544	0.001	R_1	101	506386
2027.196	0.001	S_4	4	506799
2028.768	0.001	S_8	8	507192
2030.504	0.001	R_1	101	507626
2031.752	0.001	S_4	4	507938
2033.32	0.001	S_16	16	508330
2034.552	0.001	R_1	101	508638
2035.964	0.001	S_4	4	508991
2037.54	0.001	S_16	16	509385
2040.108	0.001	R_2	102	510027
2041.52	0.001	S_4	4	510380
2043.092	0.001	S_16	16	510773
2043.724	0.001	R_1	101	510931
2045.328	0.001	S_4	4	511332
2046.896	0.001	S_8	8	511724
2047.86	0.001	R_1	101	511965
2049.356	0.001	S_4	4	512339
2050.916	0.001	S_16	16	512729
2051.576	0.001	R_1	101	512894
2052.824	0.001	S_4	4	513206
2054.384	0.001	S_16	16	513596
2056.112	0.001	R_1	101	514028
2057.452	0.001	S_4	4	514363
2059.02	0.001	S_16	16	514755
2061.484	0.001	R_2	102	515371
2062.796	0.001	S_4	4	515699
2064.368	0.001	S_8	8	516092
2066.572	0.001	R_1	101	516643
2067.892	0.001	S_4	4	516973
2069.46	0.001	S_16	16	517365
2071.356	0.001	R_1	101	517839
2072.896	0.001	S_4	4	518224
2074.472	0.001	S_16	16	518618
2140.284	0.001	S_4	4	535071
2141.848	0.001	S_8	8	535462
2143.22	0.001	R_1	101	535805
2144.592	0.001	S_4	4	536148
2146.16	0.001	S_16	16	536540
2148.236	0.001	R_1	101	537059
2149.624	0.001	S_4	4	537406
2151.2	0.001	S_8	8	537800
2152.628	0.001	R_1	101	538157
2154.12	0.001	S_4	4	538530
2155.692	0.001	S_8	8	538923
2158.228	0.001	R_2	102	539557
2159.472	0.001	S_4	4	539868
2161.04	0.001	S_8	8	540260
2163.132	0.001	R_2	102	540783
2164.768	0.001	S_4	4	541192
2166.34	0.001	S_16	16	541585
2168.9	0.001	R_1	101	542225
2170.2	0.001	S_4	4	542550
2171.772	0.001	S_8	8	542943
2172.82	0.001	R_1	101	543205
2174.24	0.001	S_4	4	543560
2175.808	0.001	S_8	8	543952
2176.98	0.001	R_1	101	544245
2178.184	0.001	S_4	4	544546
2179.772	0.001	S_8	8	544943
2181.052	0.001	R_2	102	545263
2182.472	0.001	S_4	4	545618
2184.04	0.001	S_16	16	546010
2186.444	0.001	R_2	102	546611
2187.7	0.001	S_4	4	546925
2189.268	0.001	S_8	8	547317
2191.916	0.001	R_2	102	547979
2193.512	0.001	S_4	4	548378
2195.08	0.001	S_8	8	548770
2196.428	0.001	R_1	101	549107
2197.768	0.001	S_4	4	549442
2199.34	0.001	S_8	8	549835
2200.756	0.001	R_2	102	550189
2201.976	0.001	S_4	4	550494
2203.54	0.001	S_16	16	550885
2205.348	0.001	R_1	101	551337
2206.552	0.001	S_4	4	551638
2208.12	0.001	S_8	8	552030
2209.38	0.001	R_1	101	552345
2210.988	0.001	S_4	4	552747
2212.56	0.001	S_8	8	553140
2213.3	0.001	R_1	101	553325
2214.752	0.001	S_4	4	553688
2216.32	0.001	S_16	16	554080
2217.812	0.001	R_1	101	554453
2219.152	0.001	S_4	4	554788
2220.72	0.001	S_16	16	555180
2223.02	0.001	R_1	101	555755
2224.256	0.001	S_4	4	556064
2225.832	0.001	S_16	16	556458
2227.28	0.001	R_2	102	556820
2228.448	0.001	S_4	4	557112
2230.02	0.001	S_16	16	557505
2232.628	0.001	R_2	102	558157
2276.024	0.001	S_4	4	569006
2277.592	0.001	S_16	16	569398
2278.888	0.001	R_1	101	569722
2280.432	0.001	S_4	4	570108
2282.0	0.001	S_16	16	570500
2283.216	0.001	R_2	102	570804
2284.812	0.001	S_4	4	571203
2286.384	0.001	S_16	16	571596
2287.128	0.001	R_1	101	571782
2288.532	0.001	S_4	4	572133
2290.104	0.001	S_16	16	572526
2291.192	0.001	R_2	102	572798
2292.372	0.001	S_4	4	573093
2293.944	0.001	S_16	16	573486
2294.648	0.001	R_1	101	573662
2296.104	0.001	S_4	4	574026
2297.672	0.001	S_16	16	574418
2298.232	0.001	R_1	101	574558
2299.74	0.001	S_4	4	574935
2301.312	0.001	S_8	8	575328
2302.328	0.001	R_1	101	575582
2303.648	0.001	S_4	4	575912
2305.212	0.001	S_16	16	576303
2305.92	0.001	R_1	101	576480
2307.332	0.001	S_4	4	576833
2308.904	0.001	S_16	16	577226
2310.16	0.001	R_2	102	577540
2311.436	0.001	S_4	4	577859
2313.004	0.001	S_8	8	578251
2313.704	0.001	R_2	102	578426
2315.172	0.001	S_4	4	578793
2316.744	0.001	S_16	16	579186
2318.728	0.001	R_2	102	579682
2320.392	0.001	S_4	4	580098
2321.972	0.001	S_8	8	580493
2323.048	0.001	R_1	101	580762
2324.58	0.001	S_4	4	581145
2326.156	0.001	S_16	16	581539
2326.968	0.001	R_1	101	581742
2328.192	0.001	S_4	4	582048
2329.764	0.001	S_16	16	582441
2331.328	0.001	R_1	101	582832
2332.864	0.001	S_4	4	583216
2334.432	0.001	S_16	16	583608
2336.112	0.001	R_1	101	584028
2337.328	0.001	S_4	4	584332
2338.896	0.001	S_16	16	584724
2340.632	0.001	R_1	101	585158
2341.868	0.001	S_4	4	585467
2343.436	0.001	S_8	8	585859
2345.152	0.001	R_1	101	586288
2346.812	0.001	S_4	4	586703
2348.384	0.001	S_16	16	587096
2349.632	0.001	R_2	102	587408
2351.28	0.001	S_4	4	587820
2352.852	0.001	S_16	16	588213
2354.256	0.001	R_1	101	588564
2355.548	0.001	S_4	4	588887
2357.116	0.001	S_16	16	589279
2360.0	0.001	R_2	102	590000
2386.344	0.001	S_4	4	596586
2387.912	0.001	S_16	16	596978
2390.472	0.001	R_2	102	597618
2391.952	0.001	S_4	4	597988
2393.512	0.001	S_16	16	598378
2395.24	0.001	R_2	102	598810
2396.432	0.001	S_4	4	599108
2398.004	0.001	S_8	8	599501
2400.048	0.001	R_1	101	600012
2401.416	0.001	S_4	4	600354
2402.984	0.001	S_8	8	600746
