onset	duration	trial_type	value	sample
2048.576	0.001	R_1	101	512144
2050.192	0.001	S_1	1	512548
2051.764	0.001	S_8	8	512941
2052.336	0.001	R_2	102	513084
2053.548	0.001	S_1	1	513387
2055.116	0.001	S_8	8	513779
2056.168	0.001	R_2	102	514042
2057.46	0.001	S_1	1	514365
2059.032	0.001	S_16	16	514758
2059.776	0.001	R_1	101	514944
2061.304	0.001	S_1	1	515326
2062.872	0.001	S_16	16	515718
2063.36	0.001	R_1	101	515840
2064.576	0.001	S_1	1	516144
2066.148	0.001	S_16	16	516537
2066.816	0.001	R_1	101	516704
2068.392	0.001	S_1	1	517098
2069.96	0.001	S_8	8	517490
2070.512	0.001	R_2	102	517628
2072.004	0.001	S_1	1	518001
2073.58	0.001	S_16	16	518395
2073.984	0.001	R_1	101	518496
2075.484	0.001	S_1	1	518871
2077.052	0.001	S_8	8	519263
2077.768	0.001	R_2	102	519442
2078.968	0.001	S_1	1	519742
2080.536	0.001	S_16	16	520134
2081.096	0.001	R_1	101	520274
2082.384	0.001	S_1	1	520596
2083.96	0.001	S_8	8	520990
2084.632	0.001	R_2	102	521158
2085.916	0.001	S_1	1	521479
2087.492	0.001	S_8	8	521873
2088.008	0.001	R_1	101	522002
2089.304	0.001	S_1	1	522326
2090.868	0.001	S_16	16	522717
2091.408	0.001	R_1	101	522852
2092.888	0.001	S_1	1	523222
2094.46	0.001	S_8	8	523615
2095.184	0.001	R_2	102	523796
2096.516	0.001	S_1	1	524129
2098.08	0.001	S_16	16	524520
2098.808	0.001	R_1	101	524702
2105.008	0.001	S_1	1	526252
2106.58	0.001	S_16	16	526645
2107.104	0.001	R_1	101	526776
2108.564	0.001	S_1	1	527141
2110.128	0.001	S_16	16	527532
2110.648	0.001	R_1	101	527662
2112.06	0.001	S_1	1	528015
2113.632	0.001	S_8	8	528408
2114.152	0.001	R_2	102	528538
2115.408	0.001	S_1	1	528852
2116.98	0.001	S_8	8	529245
2117.624	0.001	R_2	102	529406
2118.9	0.001	S_1	1	529725
2120.472	0.001	S_8	8	530118
2121.04	0.001	R_1	101	530260
2122.7	0.001	S_1	1	530675
2124.272	0.001	S_16	16	531068
2124.88	0.001	R_1	101	531220
2126.312	0.001	S_1	1	531578
2127.88	0.001	S_16	16	531970
2128.36	0.001	R_1	101	532090
2129.576	0.001	S_1	1	532394
2131.148	0.001	S_8	8	532787
2131.776	0.001	R_1	101	532944
2133.168	0.001	S_1	1	533292
2134.74	0.001	S_16	16	533685
2135.28	0.001	R_1	101	533820
2136.772	0.001	S_1	1	534193
2138.34	0.001	S_16	16	534585
2138.952	0.001	R_2	102	534738
2140.5	0.001	S_1	1	535125
2142.072	0.001	S_16	16	535518
2142.6	0.001	R_1	101	535650
2144.128	0.001	S_1	1	536032
2145.7	0.001	S_8	8	536425
2146.48	0.001	R_1	101	536620
2147.864	0.001	S_1	1	536966
2149.428	0.001	S_8	8	537357
2150.416	0.001	R_1	101	537604
2151.584	0.001	S_1	1	537896
2153.148	0.001	S_8	8	538287
2153.776	0.001	R_1	101	538444
2155.224	0.001	S_1	1	538806
2156.792	0.001	S_16	16	539198
2157.496	0.001	R_1	101	539374
2158.744	0.001	S_1	1	539686
2160.312	0.001	S_16	16	540078
2161.428	0.001	R_2	102	540357
2162.904	0.001	S_1	1	540726
2164.472	0.001	S_16	16	541118
2164.956	0.001	R_1	101	541239
2166.48	0.001	S_1	1	541620
2168.048	0.001	S_8	8	542012
2169.024	0.001	R_1	101	542256
2170.224	0.001	S_1	1	542556
2171.792	0.001	S_8	8	542948
2172.396	0.001	R_1	101	543099
2173.636	0.001	S_1	1	543409
2175.2	0.001	S_8	8	543800
2176.156	0.001	R_1	101	544039
2181.912	0.001	S_1	1	545478
2183.48	0.001	S_16	16	545870
2184.02	0.001	R_1	101	546005
2185.544	0.001	S_1	1	546386
2187.14	0.001	S_16	16	546785
2187.684	0.001	R_1	101	546921
2189.212	0.001	S_1	1	547303
2190.78	0.001	S_16	16	547695
2191.556	0.001	R_1	101	547889
2192.996	0.001	S_1	1	548249
2194.56	0.001	S_8	8	548640
2195.116	0.001	R_1	101	548779
2196.6	0.001	S_1	1	549150
2198.168	0.001	S_8	8	549542
2198.716	0.001	R_1	101	549679
2199.968	0.001	S_1	1	549992
2201.54	0.001	S_8	8	550385
2202.108	0.001	R_1	101	550527
2203.296	0.001	S_1	1	550824
2204.872	0.001	S_16	16	551218
2205.62	0.001	R_2	102	551405
2207.108	0.001	S_1	1	551777
2208.68	0.001	S_16	16	552170
2209.212	0.001	R_1	101	552303
2210.432	0.001	S_1	1	552608
2212.0	0.001	S_16	16	553000
2212.532	0.001	R_1	101	553133
2213.948	0.001	S_1	1	553487
2215.52	0.001	S_8	8	553880
2216.164	0.001	R_1	101	554041
2217.468	0.001	S_1	1	554367
2219.04	0.001	S_16	16	554760
2219.772	0.001	R_1	101	554943
2221.164	0.001	S_1	1	555291
2222.732	0.001	S_16	16	555683
2223.364	0.001	R_1	101	555841
2224.568	0.001	S_1	1	556142
2226.144	0.001	S_16	16	556536
2227.028	0.001	R_1	101	556757
2228.36	0.001	S_1	1	557090
2229.928	0.001	S_8	8	557482
2230.876	0.001	R_1	101	557719
2232.148	0.001	S_1	1	558037
2233.728	0.001	S_8	8	558432
2234.444	0.001	R_1	101	558611
2235.676	0.001	S_1	1	558919
2237.24	0.001	S_16	16	559310
2238.044	0.001	R_1	101	559511
2239.228	0.001	S_1	1	559807
2240.8	0.001	S_8	8	560200
2241.5	0.001	R_1	101	560375
2243.136	0.001	S_1	1	560784
2244.7	0.001	S_8	8	561175
2245.34	0.001	R_1	101	561335
2246.904	0.001	S_1	1	561726
2248.48	0.001	S_8	8	562120
2249.564	0.001	R_1	101	562391
2250.992	0.001	S_1	1	562748
2252.564	0.001	S_16	16	563141
2253.096	0.001	R_1	101	563274
2345.1	0.001		0	586275
2363.452	0.001	S_4	4	590863
2365.02	0.001	S_16	16	591255
2366.472	0.001	R_2	102	591618
2367.98	0.001	S_4	4	591995
2369.548	0.001	S_16	16	592387
2370.04	0.001	R_1	101	592510
2371.416	0.001	S_4	4	592854
2372.988	0.001	S_16	16	593247
2373.848	0.001	R_1	101	593462
2375.12	0.001	S_4	4	593780
2376.688	0.001	S_16	16	594172
2377.32	0.001	R_1	101	594330
2378.64	0.001	S_4	4	594660
2380.208	0.001	S_8	8	595052
2380.872	0.001	R_1	101	595218
2382.212	0.001	S_4	4	595553
2383.792	0.001	S_16	16	595948
2384.368	0.001	R_1	101	596092
2385.748	0.001	S_4	4	596437
2387.32	0.001	S_8	8	596830
2387.952	0.001	R_1	101	596988
2389.536	0.001	S_4	4	597384
2391.112	0.001	S_8	8	597778
2392.184	0.001	R_1	101	598046
2393.556	0.001	S_4	4	598389
2395.132	0.001	S_16	16	598783
2395.584	0.001	R_1	101	598896
2397.244	0.001	S_4	4	599311
2398.808	0.001	S_16	16	599702
2399.368	0.001	R_1	101	599842
2400.624	0.001	S_4	4	600156
2402.188	0.001	S_8	8	600547
2402.808	0.001	R_1	101	600702
2404.152	0.001	S_4	4	601038
2405.72	0.001	S_8	8	601430
2406.712	0.001	R_2	102	601678
2408.244	0.001	S_4	4	602061
2409.812	0.001	S_8	8	602453
2410.384	0.001	R_1	101	602596
2411.888	0.001	S_4	4	602972
2413.46	0.001	S_8	8	603365
2413.92	0.001	R_2	102	603480
2415.476	0.001	S_4	4	603869
2417.052	0.001	S_8	8	604263
2417.712	0.001	R_1	101	604428
2419.048	0.001	S_4	4	604762
2420.62	0.001	S_8	8	605155
2421.168	0.001	R_1	101	605292
2422.704	0.001	S_4	4	605676
2424.272	0.001	S_16	16	606068
2424.744	0.001	R_1	101	606186
2426.28	0.001	S_4	4	606570
2427.848	0.001	S_16	16	606962
2428.456	0.001	R_1	101	607114
2430.072	0.001	S_4	4	607518
2431.64	0.001	S_8	8	607910
2432.2	0.001	R_1	101	608050
2433.732	0.001	S_4	4	608433
2435.3	0.001	S_8	8	608825
2436.032	0.001	R_2	102	609008
2444.528	0.001	S_4	4	611132
2446.1	0.001	S_8	8	611525
2446.676	0.001	R_1	101	611669
2448.268	0.001	S_4	4	612067
2449.84	0.001	S_8	8	612460
2450.388	0.001	R_2	102	612597
2451.824	0.001	S_4	4	612956
2453.392	0.001	S_16	16	613348
2453.892	0.001	R_1	101	613473
2455.4	0.001	S_4	4	613850
2456.968	0.001	S_16	16	614242
2457.508	0.001	R_1	101	614377
2458.892	0.001	S_4	4	614723
2460.46	0.001	S_16	16	615115
2460.964	0.001	R_1	101	615241
2462.324	0.001	S_4	4	615581
2463.892	0.001	S_16	16	615973
2464.388	0.001	R_1	101	616097
2465.928	0.001	S_4	4	616482
2467.5	0.001	S_8	8	616875
2468.036	0.001	R_1	101	617009
2469.444	0.001	S_4	4	617361
2471.012	0.001	S_16	16	617753
2471.468	0.001	R_1	101	617867
2472.904	0.001	S_4	4	618226
2474.48	0.001	S_8	8	618620
2475.004	0.001	R_1	101	618751
2476.416	0.001	S_4	4	619104
2477.98	0.001	S_8	8	619495
2478.404	0.001	R_1	101	619601
2479.684	0.001	S_4	4	619921
2481.252	0.001	S_8	8	620313
2481.708	0.001	R_2	102	620427
2483.036	0.001	S_4	4	620759
2484.608	0.001	S_16	16	621152
2485.084	0.001	R_1	101	621271
2486.732	0.001	S_4	4	621683
2488.3	0.001	S_8	8	622075
2488.924	0.001	R_1	101	622231
2490.192	0.001	S_4	4	622548
2491.76	0.001	S_8	8	622940
2492.38	0.001	R_1	101	623095
2493.632	0.001	S_4	4	623408
2495.2	0.001	S_8	8	623800
2495.772	0.001	R_2	102	623943
2497.164	0.001	S_4	4	624291
2498.728	0.001	S_16	16	624682
2499.268	0.001	R_1	101	624817
2500.476	0.001	S_4	4	625119
2502.044	0.001	S_16	16	625511
2502.54	0.001	R_1	101	625635
2504.108	0.001	S_4	4	626027
2505.68	0.001	S_16	16	626420
2506.14	0.001	R_1	101	626535
2507.556	0.001	S_4	4	626889
2509.12	0.001	S_16	16	627280
2509.628	0.001	R_1	101	627407
2511.268	0.001	S_4	4	627817
2512.84	0.001	S_8	8	628210
2513.308	0.001	R_1	101	628327
2524.356	0.001	S_4	4	631089
2525.92	0.001	S_16	16	631480
2526.508	0.001	R_1	101	631627
2527.772	0.001	S_4	4	631943
2529.344	0.001	S_16	16	632336
2529.848	0.001	R_1	101	632462
2531.272	0.001	S_4	4	632818
2532.84	0.001	S_8	8	633210
2533.44	0.001	R_1	101	633360
2534.96	0.001	S_4	4	633740
2536.52	0.001	S_8	8	634130
2537.32	0.001	R_2	102	634330
2538.948	0.001	S_4	4	634737
2540.552	0.001	S_16	16	635138
2541.024	0.001	R_1	101	635256
2542.208	0.001	S_4	4	635552
2543.78	0.001	S_16	16	635945
2544.304	0.001	R_1	101	636076
2545.696	0.001	S_4	4	636424
2547.264	0.001	S_8	8	636816
2547.792	0.001	R_1	101	636948
2549.288	0.001	S_4	4	637322
2550.864	0.001	S_8	8	637716
2551.784	0.001	R_2	102	637946
2553.008	0.001	S_4	4	638252
2554.584	0.001	S_8	8	638646
2555.392	0.001	R_1	101	638848
2556.844	0.001	S_4	4	639211
2558.412	0.001	S_8	8	639603
2559.688	0.001	R_2	102	639922
2561.28	0.001	S_4	4	640320
2562.852	0.001	S_8	8	640713
2563.472	0.001	R_1	101	640868
2564.672	0.001	S_4	4	641168
2566.268	0.001	S_16	16	641567
2566.784	0.001	R_1	101	641696
2567.988	0.001	S_4	4	641997
2569.552	0.001	S_8	8	642388
2570.184	0.001	R_1	101	642546
2571.516	0.001	S_4	4	642879
2573.084	0.001	S_16	16	643271
2573.544	0.001	R_1	101	643386
2574.708	0.001	S_4	4	643677
2576.284	0.001	S_16	16	644071
2576.776	0.001	R_1	101	644194
2578.028	0.001	S_4	4	644507
2579.592	0.001	S_8	8	644898
2580.12	0.001	R_1	101	645030
2581.468	0.001	S_4	4	645367
2583.044	0.001	S_8	8	645761
2583.712	0.001	R_1	101	645928
2585.152	0.001	S_4	4	646288
2586.72	0.001	S_16	16	646680
2587.152	0.001	R_1	101	646788
2588.516	0.001	S_4	4	647129
2590.084	0.001	S_8	8	647521
2590.592	0.001	R_1	101	647648
2592.1	0.001	S_4	4	648025
2593.672	0.001	S_16	16	648418
2594.144	0.001	R_1	101	648536
2604.86	0.001	S_4	4	651215
2606.436	0.001	S_16	16	651609
2606.968	0.001	R_1	101	651742
2608.46	0.001	S_4	4	652115
2610.032	0.001	S_8	8	652508
2610.536	0.001	R_1	101	652634
2611.728	0.001	S_4	4	652932
2613.292	0.001	S_8	8	653323
2613.808	0.001	R_1	101	653452
2615.044	0.001	S_4	4	653761
2616.612	0.001	S_8	8	654153
2617.176	0.001	R_1	101	654294
2618.468	0.001	S_4	4	654617
2620.032	0.001	S_16	16	655008
2620.592	0.001	R_1	101	655148
2621.916	0.001	S_4	4	655479
2623.496	0.001	S_16	16	655874
2623.928	0.001	R_1	101	655982
2625.556	0.001	S_4	4	656389
2627.12	0.001	S_16	16	656780
2627.584	0.001	R_1	101	656896
2628.916	0.001	S_4	4	657229
2630.484	0.001	S_16	16	657621
2631.048	0.001	R_1	101	657762
2632.624	0.001	S_4	4	658156
2634.192	0.001	S_8	8	658548
2634.936	0.001	R_1	101	658734
2636.312	0.001	S_4	4	659078
2637.876	0.001	S_16	16	659469
2638.392	0.001	R_1	101	659598
2640.032	0.001	S_4	4	660008
2641.604	0.001	S_8	8	660401
2642.232	0.001	R_1	101	660558
2643.424	0.001	S_4	4	660856
2644.992	0.001	S_8	8	661248
2645.624	0.001	R_1	101	661406
2647.08	0.001	S_4	4	661770
2648.652	0.001	S_16	16	662163
2649.224	0.001	R_1	101	662306
2650.824	0.001	S_4	4	662706
2652.392	0.001	S_16	16	663098
2652.864	0.001	R_1	101	663216
2654.096	0.001	S_4	4	663524
2655.664	0.001	S_8	8	663916
2656.288	0.001	R_1	101	664072
2657.536	0.001	S_4	4	664384
2659.104	0.001	S_16	16	664776
2659.712	0.001	R_1	101	664928
2661.184	0.001	S_4	4	665296
2662.752	0.001	S_16	16	665688
2663.256	0.001	R_1	101	665814
2664.672	0.001	S_4	4	666168
2666.244	0.001	S_16	16	666561
2666.76	0.001	R_1	101	666690
2668.32	0.001	S_4	4	667080
2669.884	0.001	S_16	16	667471
2670.332	0.001	R_1	101	667583
2671.744	0.001	S_4	4	667936
2673.312	0.001	S_16	16	668328
2673.752	0.001	R_1	101	668438
2687.792	0.001	S_4	4	671948
2689.352	0.001	S_16	16	672338
2690.532	0.001	R_1	101	672633
2692.068	0.001	S_4	4	673017
2693.636	0.001	S_16	16	673409
2694.044	0.001	R_1	101	673511
2695.22	0.001	S_4	4	673805
2696.792	0.001	S_8	8	674198
2697.332	0.001	R_1	101	674333
2698.708	0.001	S_4	4	674677
2700.276	0.001	S_8	8	675069
2700.916	0.001	R_2	102	675229
2702.376	0.001	S_4	4	675594
2703.944	0.001	S_8	8	675986
2704.908	0.001	R_1	101	676227
2706.544	0.001	S_4	4	676636
2708.116	0.001	S_16	16	677029
2708.684	0.001	R_1	101	677171
2710.008	0.001	S_4	4	677502
2711.572	0.001	S_8	8	677893
2712.164	0.001	R_1	101	678041
2713.592	0.001	S_4	4	678398
2715.164	0.001	S_16	16	678791
2715.644	0.001	R_1	101	678911
2716.94	0.001	S_4	4	679235
2718.512	0.001	S_16	16	679628
2719.1	0.001	R_2	102	679775
2720.444	0.001	S_4	4	680111
2722.012	0.001	S_16	16	680503
2722.476	0.001	R_1	101	680619
2724.128	0.001	S_4	4	681032
2725.696	0.001	S_16	16	681424
2726.228	0.001	R_1	101	681557
2727.636	0.001	S_4	4	681909
2729.204	0.001	S_16	16	682301
2729.684	0.001	R_1	101	682421
2730.98	0.001	S_4	4	682745
2732.556	0.001	S_8	8	683139
2733.196	0.001	R_1	101	683299
2734.48	0.001	S_4	4	683620
2736.04	0.001	S_8	8	684010
2736.524	0.001	R_1	101	684131
2738.184	0.001	S_4	4	684546
2739.756	0.001	S_16	16	684939
2740.212	0.001	R_1	101	685053
2741.636	0.001	S_4	4	685409
2743.204	0.001	S_8	8	685801
2743.892	0.001	R_1	101	685973
2745.3	0.001	S_4	4	686325
2746.872	0.001	S_16	16	686718
2747.444	0.001	R_1	101	686861
2749.024	0.001	S_4	4	687256
2750.592	0.001	S_8	8	687648
2751.276	0.001	R_2	102	687819
2752.584	0.001	S_4	4	688146
2754.156	0.001	S_16	16	688539
2754.74	0.001	R_1	101	688685
2756.316	0.001	S_4	4	689079
2757.884	0.001	S_8	8	689471
2758.548	0.001	R_2	102	689637
2769.12	0.001	S_4	4	692280
2770.712	0.001	S_8	8	692678
2771.66	0.001	R_1	101	692915
2772.92	0.001	S_4	4	693230
2774.484	0.001	S_16	16	693621
2775.052	0.001	R_1	101	693763
2776.632	0.001	S_4	4	694158
2778.204	0.001	S_8	8	694551
2778.924	0.001	R_1	101	694731
2780.22	0.001	S_4	4	695055
2781.784	0.001	S_8	8	695446
2782.948	0.001	R_1	101	695737
2784.136	0.001	S_4	4	696034
2785.704	0.001	S_16	16	696426
2786.264	0.001	R_1	101	696566
2787.572	0.001	S_4	4	696893
2789.144	0.001	S_8	8	697286
2789.752	0.001	R_2	102	697438
2791.2	0.001	S_4	4	697800
2792.764	0.001	S_16	16	698191
2793.248	0.001	R_1	101	698312
2794.42	0.001	S_4	4	698605
2795.984	0.001	S_16	16	698996
2796.456	0.001	R_1	101	699114
2797.948	0.001	S_4	4	699487
2799.512	0.001	S_8	8	699878
2800.488	0.001	R_1	101	700122
2802.04	0.001	S_4	4	700510
2803.616	0.001	S_8	8	700904
2804.056	0.001	R_2	102	701014
2805.576	0.001	S_4	4	701394
2807.144	0.001	S_16	16	701786
2807.576	0.001	R_1	101	701894
2809.12	0.001	S_4	4	702280
2810.688	0.001	S_8	8	702672
2811.208	0.001	R_1	101	702802
2812.688	0.001	S_4	4	703172
2814.256	0.001	S_8	8	703564
2815.128	0.001	R_2	102	703782
2816.728	0.001	S_4	4	704182
2818.296	0.001	S_16	16	704574
2818.96	0.001	R_1	101	704740
2820.48	0.001	S_4	4	705120
2822.048	0.001	S_16	16	705512
2822.544	0.001	R_1	101	705636
2824.184	0.001	S_4	4	706046
2825.752	0.001	S_8	8	706438
2826.392	0.001	R_2	102	706598
2827.98	0.001	S_4	4	706995
2829.544	0.001	S_8	8	707386
2830.696	0.001	R_1	101	707674
2831.92	0.001	S_4	4	707980
2833.496	0.001	S_8	8	708374
2835.24	0.001	R_2	102	708810
2836.492	0.001	S_4	4	709123
2838.064	0.001	S_8	8	709516
2838.832	0.001	R_2	102	709708
2840.36	0.001	S_4	4	710090
2841.928	0.001	S_16	16	710482
2842.976	0.001	R_1	101	710744
2853.096	0.001	S_4	4	713274
2854.664	0.001	S_8	8	713666
2855.368	0.001	R_2	102	713842
2856.676	0.001	S_4	4	714169
2858.248	0.001	S_16	16	714562
2858.784	0.001	R_1	101	714696
2860.42	0.001	S_4	4	715105
2861.996	0.001	S_8	8	715499
2862.672	0.001	R_1	101	715668
2864.28	0.001	S_4	4	716070
2865.848	0.001	S_16	16	716462
2866.456	0.001	R_1	101	716614
2867.648	0.001	S_4	4	716912
2869.216	0.001	S_8	8	717304
2869.856	0.001	R_1	101	717464
2871.1	0.001	S_4	4	717775
2872.664	0.001	S_16	16	718166
2873.208	0.001	R_1	101	718302
2874.508	0.001	S_4	4	718627
2876.08	0.001	S_8	8	719020
2876.816	0.001	R_1	101	719204
2878.088	0.001	S_4	4	719522
2879.656	0.001	S_8	8	719914
2880.304	0.001	R_2	102	720076
2881.484	0.001	S_4	4	720371
2883.056	0.001	S_16	16	720764
2883.776	0.001	R_1	101	720944
2885.28	0.001	S_4	4	721320
2886.848	0.001	S_16	16	721712
2887.32	0.001	R_1	101	721830
2888.856	0.001	S_4	4	722214
2890.424	0.001	S_8	8	722606
2890.904	0.001	R_2	102	722726
2892.248	0.001	S_4	4	723062
2893.816	0.001	S_8	8	723454
2894.304	0.001	R_1	101	723576
2895.94	0.001	S_4	4	723985
2897.508	0.001	S_8	8	724377
2898.064	0.001	R_2	102	724516
2899.328	0.001	S_4	4	724832
2900.896	0.001	S_8	8	725224
2901.456	0.001	R_2	102	725364
2902.884	0.001	S_4	4	725721
2904.456	0.001	S_16	16	726114
2904.92	0.001	R_1	101	726230
2906.272	0.001	S_4	4	726568
2907.836	0.001	S_8	8	726959
2908.776	0.001	R_2	102	727194
2910.14	0.001	S_4	4	727535
2911.724	0.001	S_16	16	727931
2912.248	0.001	R_1	101	728062
2913.432	0.001	S_4	4	728358
2914.996	0.001	S_8	8	728749
2915.96	0.001	R_2	102	728990
2917.248	0.001	S_4	4	729312
2918.816	0.001	S_16	16	729704
2919.32	0.001	R_1	101	729830
2920.624	0.001	S_4	4	730156
2922.2	0.001	S_16	16	730550
2922.684	0.001	R_1	101	730671
2929.96	0.04	BAD_ACQ_SKIP	90103	732490
