onset	duration	trial_type	value	sample
778.924	0.001	S_16	16	194731
779.436	0.001	R_1	101	194859
780.692	0.001	S_2	2	195173
782.26	0.001	S_16	16	195565
782.748	0.001	R_1	101	195687
784.2	0.001	S_2	2	196050
785.772	0.001	S_8	8	196443
786.324	0.001	R_2	102	196581
787.832	0.001	S_2	2	196958
789.4	0.001	S_8	8	197350
789.972	0.001	R_2	102	197493
791.348	0.001	S_2	2	197837
792.92	0.001	S_16	16	198230
793.356	0.001	R_1	101	198339
794.552	0.001	S_2	2	198638
796.12	0.001	S_16	16	199030
796.884	0.001	R_1	101	199221
798.512	0.001	S_1	1	199628
800.08	0.001	S_8	8	200020
800.684	0.001	R_2	102	200171
801.976	0.001	S_1	1	200494
803.544	0.001	S_8	8	200886
804.892	0.001	R_1	101	201223
806.24	0.001	S_2	2	201560
807.812	0.001	S_8	8	201953
808.652	0.001	R_1	101	202163
810.244	0.001	S_1	1	202561
811.812	0.001	S_8	8	202953
812.644	0.001	R_2	102	203161
814.02	0.001	S_1	1	203505
815.592	0.001	S_8	8	203898
816.484	0.001	R_2	102	204121
818.128	0.001	S_1	1	204532
819.704	0.001	S_8	8	204926
821.06	0.001	R_2	102	205265
822.712	0.001	S_1	1	205678
824.28	0.001	S_8	8	206070
825.124	0.001	R_2	102	206281
826.672	0.001	S_1	1	206668
828.244	0.001	S_16	16	207061
829.136	0.001	R_1	101	207284
830.744	0.001	S_2	2	207686
832.312	0.001	S_8	8	208078
833.04	0.001	R_1	101	208260
834.552	0.001	S_2	2	208638
836.12	0.001	S_16	16	209030
836.884	0.001	R_1	101	209221
838.192	0.001	S_2	2	209548
839.76	0.001	S_8	8	209940
840.756	0.001	R_1	101	210189
842.244	0.001	S_2	2	210561
843.808	0.001	S_16	16	210952
844.284	0.001	R_1	101	211071
865.956	0.001	S_2	2	216489
867.52	0.001	S_16	16	216880
868.152	0.001	R_1	101	217038
869.768	0.001	S_1	1	217442
871.336	0.001	S_8	8	217834
871.944	0.001	R_1	101	217986
873.5	0.001	S_2	2	218375
875.072	0.001	S_16	16	218768
875.576	0.001	R_1	101	218894
876.996	0.001	S_2	2	219249
878.56	0.001	S_16	16	219640
879.008	0.001	R_1	101	219752
880.424	0.001	S_1	1	220106
881.992	0.001	S_8	8	220498
882.496	0.001	R_2	102	220624
884.064	0.001	S_1	1	221016
885.644	0.001	S_8	8	221411
886.464	0.001	R_2	102	221616
888.096	0.001	S_2	2	222024
889.664	0.001	S_16	16	222416
890.328	0.001	R_1	101	222582
891.776	0.001	S_1	1	222944
893.344	0.001	S_8	8	223336
893.936	0.001	R_1	101	223484
895.4	0.001	S_1	1	223850
896.972	0.001	S_16	16	224243
897.456	0.001	R_1	101	224364
898.944	0.001	S_1	1	224736
900.512	0.001	S_16	16	225128
900.976	0.001	R_1	101	225244
902.384	0.001	S_1	1	225596
903.952	0.001	S_16	16	225988
904.424	0.001	R_1	101	226106
905.928	0.001	S_2	2	226482
907.496	0.001	S_16	16	226874
907.904	0.001	R_1	101	226976
909.172	0.001	S_2	2	227293
910.744	0.001	S_16	16	227686
911.224	0.001	R_1	101	227806
912.64	0.001	S_1	1	228160
914.212	0.001	S_8	8	228553
915.024	0.001	R_2	102	228756
916.596	0.001	S_2	2	229149
918.16	0.001	S_16	16	229540
918.8	0.001	R_1	101	229700
920.176	0.001	S_1	1	230044
921.744	0.001	S_16	16	230436
922.552	0.001	R_1	101	230638
923.78	0.001	S_1	1	230945
925.352	0.001	S_8	8	231338
926.592	0.001	R_1	101	231648
927.896	0.001	S_1	1	231974
929.464	0.001	S_8	8	232366
931.112	0.001	R_1	101	232778
932.676	0.001	S_1	1	233169
934.244	0.001	S_16	16	233561
935.712	0.001	R_1	101	233928
936.96	0.001	S_2	2	234240
938.532	0.001	S_8	8	234633
939.688	0.001	R_1	101	234922
945.624	0.001	S_2	2	236406
947.192	0.001	S_16	16	236798
947.968	0.001	R_1	101	236992
949.224	0.001	S_1	1	237306
950.792	0.001	S_16	16	237698
951.504	0.001	R_1	101	237876
952.676	0.001	S_2	2	238169
954.244	0.001	S_16	16	238561
954.768	0.001	R_1	101	238692
956.072	0.001	S_1	1	239018
957.64	0.001	S_16	16	239410
958.184	0.001	R_1	101	239546
959.6	0.001	S_1	1	239900
961.176	0.001	S_16	16	240294
961.744	0.001	R_1	101	240436
963.132	0.001	S_2	2	240783
964.704	0.001	S_8	8	241176
965.344	0.001	R_1	101	241336
966.968	0.001	S_2	2	241742
968.536	0.001	S_16	16	242134
969.12	0.001	R_1	101	242280
970.312	0.001	S_2	2	242578
971.884	0.001	S_8	8	242971
973.032	0.001	R_1	101	243258
974.692	0.001	S_2	2	243673
976.264	0.001	S_16	16	244066
976.768	0.001	R_1	101	244192
978.344	0.001	S_1	1	244586
979.912	0.001	S_8	8	244978
980.52	0.001	R_1	101	245130
981.72	0.001	S_1	1	245430
983.296	0.001	S_8	8	245824
984.18	0.001	R_1	101	246045
985.8	0.001	S_1	1	246450
987.376	0.001	S_8	8	246844
988.056	0.001	R_1	101	247014
989.596	0.001	S_2	2	247399
991.168	0.001	S_16	16	247792
991.86	0.001	R_1	101	247965
993.34	0.001	S_1	1	248335
994.912	0.001	S_8	8	248728
995.612	0.001	R_1	101	248903
996.896	0.001	S_2	2	249224
998.464	0.001	S_16	16	249616
999.148	0.001	R_1	101	249787
1000.712	0.001	S_1	1	250178
1002.284	0.001	S_8	8	250571
1003.004	0.001	R_1	101	250751
1004.544	0.001	S_2	2	251136
1006.116	0.001	S_16	16	251529
1007.02	0.001	R_1	101	251755
1008.6	0.001	S_1	1	252150
1010.164	0.001	S_8	8	252541
1011.052	0.001	R_1	101	252763
1012.388	0.001	S_1	1	253097
1013.956	0.001	S_8	8	253489
1014.628	0.001	R_1	101	253657
1015.808	0.001	S_1	1	253952
1017.376	0.001	S_8	8	254344
1018.276	0.001	R_1	101	254569
1026.196	0.001	S_1	1	256549
1027.768	0.001	S_8	8	256942
1029.34	0.001	R_2	102	257335
1030.824	0.001	S_2	2	257706
1032.392	0.001	S_16	16	258098
1033.044	0.001	R_1	101	258261
1034.492	0.001	S_2	2	258623
1036.064	0.001	S_16	16	259016
1036.596	0.001	R_1	101	259149
1037.768	0.001	S_1	1	259442
1039.336	0.001	S_8	8	259834
1039.972	0.001	R_2	102	259993
1041.136	0.001	S_2	2	260284
1042.704	0.001	S_16	16	260676
1043.78	0.001	R_1	101	260945
1045.208	0.001	S_2	2	261302
1046.776	0.001	S_16	16	261694
1047.46	0.001	R_1	101	261865
1049.052	0.001	S_2	2	262263
1050.624	0.001	S_16	16	262656
1051.204	0.001	R_1	101	262801
1052.428	0.001	S_2	2	263107
1053.992	0.001	S_16	16	263498
1054.844	0.001	R_1	101	263711
1056.164	0.001	S_2	2	264041
1057.736	0.001	S_16	16	264434
1058.38	0.001	R_1	101	264595
1059.588	0.001	S_1	1	264897
1061.156	0.001	S_16	16	265289
1061.756	0.001	R_1	101	265439
1063.156	0.001	S_1	1	265789
1064.724	0.001	S_8	8	266181
1065.5	0.001	R_1	101	266375
1066.688	0.001	S_1	1	266672
1068.256	0.001	S_8	8	267064
1069.1	0.001	R_2	102	267275
1070.66	0.001	S_1	1	267665
1072.224	0.001	S_8	8	268056
1073.388	0.001	R_1	101	268347
1075.008	0.001	S_1	1	268752
1076.576	0.001	S_8	8	269144
1077.608	0.001	R_1	101	269402
1079.124	0.001	S_1	1	269781
1080.696	0.001	S_8	8	270174
1081.348	0.001	R_1	101	270337
1082.816	0.001	S_2	2	270704
1084.384	0.001	S_16	16	271096
1084.984	0.001	R_1	101	271246
1086.424	0.001	S_1	1	271606
1087.996	0.001	S_8	8	271999
1088.964	0.001	R_1	101	272241
1090.316	0.001	S_1	1	272579
1091.888	0.001	S_16	16	272972
1092.624	0.001	R_1	101	273156
1094.032	0.001	S_1	1	273508
1095.608	0.001	S_8	8	273902
1096.264	0.001	R_1	101	274066
1097.784	0.001	S_2	2	274446
1099.344	0.001	S_16	16	274836
1099.872	0.001	R_1	101	274968
1108.14	0.001		0	277035
1544.844	0.001	S_2	2	386211
1546.412	0.001	S_8	8	386603
1547.672	0.001	R_1	101	386918
1549.152	0.001	S_2	2	387288
1550.72	0.001	S_16	16	387680
1551.368	0.001	R_1	101	387842
1552.608	0.001	S_2	2	388152
1554.184	0.001	S_8	8	388546
1554.776	0.001	R_1	101	388694
1556.388	0.001	S_2	2	389097
1557.96	0.001	S_8	8	389490
1558.912	0.001	R_2	102	389728
1560.56	0.001	S_2	2	390140
1562.132	0.001	S_8	8	390533
1562.664	0.001	R_1	101	390666
1564.116	0.001	S_2	2	391029
1565.692	0.001	S_8	8	391423
1566.272	0.001	R_2	102	391568
1567.776	0.001	S_2	2	391944
1569.344	0.001	S_8	8	392336
1569.992	0.001	R_1	101	392498
1571.504	0.001	S_2	2	392876
1573.072	0.001	S_8	8	393268
1573.704	0.001	R_2	102	393426
1575.14	0.001	S_2	2	393785
1576.712	0.001	S_8	8	394178
1577.704	0.001	R_1	101	394426
1578.976	0.001	S_2	2	394744
1580.572	0.001	S_16	16	395143
1581.144	0.001	R_1	101	395286
1582.452	0.001	S_2	2	395613
1584.024	0.001	S_8	8	396006
1584.736	0.001	R_1	101	396184
1586.288	0.001	S_2	2	396572
1587.864	0.001	S_8	8	396966
1588.408	0.001	R_1	101	397102
1590.064	0.001	S_2	2	397516
1591.632	0.001	S_16	16	397908
1592.424	0.001	R_1	101	398106
1594.044	0.001	S_2	2	398511
1595.612	0.001	S_16	16	398903
1596.096	0.001	R_1	101	399024
1597.592	0.001	S_2	2	399398
1599.16	0.001	S_8	8	399790
1599.856	0.001	R_1	101	399964
1601.104	0.001	S_2	2	400276
1602.672	0.001	S_8	8	400668
1603.68	0.001	R_2	102	400920
1604.904	0.001	S_2	2	401226
1606.472	0.001	S_16	16	401618
1607.08	0.001	R_1	101	401770
1608.644	0.001	S_2	2	402161
1610.216	0.001	S_16	16	402554
1610.832	0.001	R_1	101	402708
1612.084	0.001	S_2	2	403021
1613.656	0.001	S_16	16	403414
1614.24	0.001	R_1	101	403560
1615.472	0.001	S_2	2	403868
1617.04	0.001	S_8	8	404260
1617.856	0.001	R_1	101	404464
1623.78	0.001	S_2	2	405945
1625.352	0.001	S_16	16	406338
1625.856	0.001	R_1	101	406464
1627.088	0.001	S_2	2	406772
1628.664	0.001	S_16	16	407166
1629.184	0.001	R_1	101	407296
1630.552	0.001	S_2	2	407638
1632.12	0.001	S_8	8	408030
1632.736	0.001	R_1	101	408184
1633.928	0.001	S_2	2	408482
1635.504	0.001	S_16	16	408876
1636.136	0.001	R_1	101	409034
1637.584	0.001	S_2	2	409396
1639.152	0.001	S_8	8	409788
1639.752	0.001	R_1	101	409938
1641.328	0.001	S_2	2	410332
1642.904	0.001	S_16	16	410726
1643.528	0.001	R_1	101	410882
1644.856	0.001	S_2	2	411214
1646.424	0.001	S_8	8	411606
1646.912	0.001	R_2	102	411728
1648.336	0.001	S_2	2	412084
1649.904	0.001	S_16	16	412476
1650.392	0.001	R_1	101	412598
1651.88	0.001	S_2	2	412970
1653.456	0.001	S_16	16	413364
1653.964	0.001	R_1	101	413491
1655.232	0.001	S_2	2	413808
1656.804	0.001	S_16	16	414201
1657.384	0.001	R_2	102	414346
1658.572	0.001	S_2	2	414643
1660.14	0.001	S_8	8	415035
1660.824	0.001	R_1	101	415206
1662.028	0.001	S_2	2	415507
1663.592	0.001	S_16	16	415898
1664.328	0.001	R_1	101	416082
1665.852	0.001	S_2	2	416463
1667.424	0.001	S_8	8	416856
1668.064	0.001	R_1	101	417016
1669.24	0.001	S_2	2	417310
1670.816	0.001	S_8	8	417704
1671.652	0.001	R_2	102	417913
1672.88	0.001	S_2	2	418220
1674.464	0.001	S_8	8	418616
1675.004	0.001	R_2	102	418751
1676.64	0.001	S_2	2	419160
1678.212	0.001	S_8	8	419553
1680.3	0.001	R_2	102	420075
1681.7	0.001	S_2	2	420425
1683.26	0.001	S_8	8	420815
1685.676	0.001	R_2	102	421419
1687.184	0.001	S_2	2	421796
1688.752	0.001	S_8	8	422188
1689.532	0.001	R_1	101	422383
1691.208	0.001	S_2	2	422802
1692.784	0.001	S_16	16	423196
1693.716	0.001	R_1	101	423429
1694.888	0.001	S_2	2	423722
1696.456	0.001	S_16	16	424114
1697.22	0.001	R_1	101	424305
1706.584	0.001	S_2	2	426646
1708.152	0.001	S_16	16	427038
1708.828	0.001	R_1	101	427207
1710.18	0.001	S_2	2	427545
1711.752	0.001	S_16	16	427938
1712.204	0.001	R_1	101	428051
1713.492	0.001	S_2	2	428373
1715.064	0.001	S_16	16	428766
1715.54	0.001	R_1	101	428885
1716.856	0.001	S_2	2	429214
1718.424	0.001	S_16	16	429606
1719.06	0.001	R_1	101	429765
1720.536	0.001	S_2	2	430134
1722.104	0.001	S_8	8	430526
1722.972	0.001	R_1	101	430743
1724.416	0.001	S_2	2	431104
1725.984	0.001	S_16	16	431496
1726.852	0.001	R_1	101	431713
1728.14	0.001	S_2	2	432035
1729.704	0.001	S_16	16	432426
1730.332	0.001	R_1	101	432583
1731.608	0.001	S_2	2	432902
1733.176	0.001	S_16	16	433294
1734.228	0.001	R_1	101	433557
1735.696	0.001	S_2	2	433924
1737.264	0.001	S_8	8	434316
1738.332	0.001	R_1	101	434583
1739.596	0.001	S_2	2	434899
1741.164	0.001	S_8	8	435291
1742.236	0.001	R_1	101	435559
1743.6	0.001	S_2	2	435900
1745.164	0.001	S_16	16	436291
1746.108	0.001	R_1	101	436527
1747.276	0.001	S_2	2	436819
1748.844	0.001	S_16	16	437211
1749.452	0.001	R_1	101	437363
1750.792	0.001	S_2	2	437698
1752.356	0.001	S_8	8	438089
1753.008	0.001	R_1	101	438252
1754.64	0.001	S_2	2	438660
1756.216	0.001	S_16	16	439054
1756.92	0.001	R_1	101	439230
1758.328	0.001	S_2	2	439582
1759.892	0.001	S_8	8	439973
1761.688	0.001	R_2	102	440422
1762.916	0.001	S_2	2	440729
1764.484	0.001	S_16	16	441121
1765.4	0.001	R_1	101	441350
1766.724	0.001	S_2	2	441681
1768.304	0.001	S_16	16	442076
1769.04	0.001	R_1	101	442260
1770.416	0.001	S_2	2	442604
1771.984	0.001	S_8	8	442996
1773.776	0.001	R_1	101	443444
1775.236	0.001	S_2	2	443809
1776.804	0.001	S_16	16	444201
1777.4	0.001	R_1	101	444350
1778.664	0.001	S_2	2	444666
1780.232	0.001	S_8	8	445058
1781.864	0.001	R_1	101	445466
1794.528	0.001	S_2	2	448632
1796.092	0.001	S_8	8	449023
1797.296	0.001	R_2	102	449324
1798.676	0.001	S_2	2	449669
1800.248	0.001	S_16	16	450062
1800.816	0.001	R_1	101	450204
1802.4	0.001	S_2	2	450600
1803.964	0.001	S_16	16	450991
1805.528	0.001	R_1	101	451382
1807.116	0.001	S_2	2	451779
1808.688	0.001	S_8	8	452172
1809.544	0.001	R_1	101	452386
1810.768	0.001	S_2	2	452692
1812.336	0.001	S_8	8	453084
1813.512	0.001	R_1	101	453378
1814.708	0.001	S_2	2	453677
1816.276	0.001	S_8	8	454069
1817.304	0.001	R_1	101	454326
1818.648	0.001	S_2	2	454662
1820.216	0.001	S_16	16	455054
1821.6	0.001	R_2	102	455400
1822.988	0.001	S_2	2	455747
1824.552	0.001	S_8	8	456138
1825.504	0.001	R_1	101	456376
1826.888	0.001	S_2	2	456722
1828.452	0.001	S_16	16	457113
1830.608	0.001	R_2	102	457652
1831.784	0.001	S_2	2	457946
1833.36	0.001	S_8	8	458340
1835.56	0.001	R_1	101	458890
1837.092	0.001	S_2	2	459273
1838.664	0.001	S_8	8	459666
1840.864	0.001	R_2	102	460216
1842.068	0.001	S_2	2	460517
1843.632	0.001	S_8	8	460908
1844.768	0.001	R_2	102	461192
1845.964	0.001	S_2	2	461491
1847.536	0.001	S_16	16	461884
1848.104	0.001	R_1	101	462026
1849.688	0.001	S_2	2	462422
1851.256	0.001	S_16	16	462814
1851.88	0.001	R_1	101	462970
1853.308	0.001	S_2	2	463327
1854.872	0.001	S_16	16	463718
1855.68	0.001	R_1	101	463920
1856.948	0.001	S_2	2	464237
1858.512	0.001	S_8	8	464628
1859.432	0.001	R_2	102	464858
1860.656	0.001	S_2	2	465164
1862.224	0.001	S_16	16	465556
1862.84	0.001	R_1	101	465710
1864.288	0.001	S_2	2	466072
1865.856	0.001	S_16	16	466464
1867.928	0.001	R_2	102	466982
1869.592	0.001	S_2	2	467398
1871.16	0.001	S_16	16	467790
1871.744	0.001	R_1	101	467936
1873.28	0.001	S_2	2	468320
1874.856	0.001	S_8	8	468714
1875.4	0.001	R_1	101	468850
1944.348	0.001	S_1	1	486087
1945.92	0.001	S_8	8	486480
1946.644	0.001	R_1	101	486661
1948.08	0.001	S_1	1	487020
1949.648	0.001	S_16	16	487412
1950.124	0.001	R_1	101	487531
1951.344	0.001	S_1	1	487836
1952.908	0.001	S_16	16	488227
1953.404	0.001	R_1	101	488351
1954.824	0.001	S_1	1	488706
1956.396	0.001	S_16	16	489099
1956.94	0.001	R_1	101	489235
1958.4	0.001	S_1	1	489600
1959.964	0.001	S_16	16	489991
1960.468	0.001	R_1	101	490117
1962.068	0.001	S_1	1	490517
1963.636	0.001	S_16	16	490909
1964.188	0.001	R_1	101	491047
1965.52	0.001	S_1	1	491380
1967.088	0.001	S_16	16	491772
1967.748	0.001	R_1	101	491937
1969.172	0.001	S_1	1	492293
1970.736	0.001	S_16	16	492684
1971.38	0.001	R_1	101	492845
1972.572	0.001	S_1	1	493143
1974.14	0.001	S_8	8	493535
1975.188	0.001	R_1	101	493797
1976.524	0.001	S_1	1	494131
1978.1	0.001	S_8	8	494525
1979.996	0.001	R_2	102	494999
1981.232	0.001	S_1	1	495308
1982.8	0.001	S_8	8	495700
1983.428	0.001	R_2	102	495857
1984.712	0.001	S_1	1	496178
1986.276	0.001	S_16	16	496569
1987.012	0.001	R_1	101	496753
1988.508	0.001	S_1	1	497127
1990.076	0.001	S_8	8	497519
1990.98	0.001	R_2	102	497745
1992.304	0.001	S_1	1	498076
1993.876	0.001	S_8	8	498469
1995.412	0.001	R_1	101	498853
1996.668	0.001	S_1	1	499167
1998.236	0.001	S_8	8	499559
2000.06	0.001	R_2	102	500015
2001.444	0.001	S_1	1	500361
2003.02	0.001	S_8	8	500755
2004.172	0.001	R_2	102	501043
2005.784	0.001	S_1	1	501446
2007.356	0.001	S_8	8	501839
2009.748	0.001	R_2	102	502437
2011.024	0.001	S_1	1	502756
2012.596	0.001	S_8	8	503149
2014.448	0.001	R_1	101	503612
2015.632	0.001	S_1	1	503908
2017.196	0.001	S_8	8	504299
2018.0	0.001	R_1	101	504500
2019.584	0.001	S_1	1	504896
2021.16	0.001	S_8	8	505290
2022.064	0.001	R_1	101	505516
2027.216	0.001	S_1	1	506804
2028.792	0.001	S_16	16	507198
2029.912	0.001	R_1	101	507478
2031.128	0.001	S_1	1	507782
2032.696	0.001	S_16	16	508174
2033.248	0.001	R_1	101	508312
2034.476	0.001	S_1	1	508619
2036.048	0.001	S_16	16	509012
2036.632	0.001	R_1	101	509158
2038.192	0.001	S_1	1	509548
2039.76	0.001	S_8	8	509940
2041.176	0.001	R_1	101	510294
2042.56	0.001	S_1	1	510640
2044.128	0.001	S_16	16	511032
2044.776	0.001	R_1	101	511194
2046.112	0.001	S_1	1	511528
2047.696	0.001	S_8	8	511924
