participant,exp,Peak #,CF_Hz,PW_log10,PW_dB,BW_Hz,Aperiodic_Offset,Aperiodic_Exponent,R_squared,Error,channels,Channels_Validity
sub-001,highlevel,5,38.262426,0.223406,2.234058,4.758033,-9.577395,2.04185,0.990859,0.039256,CP5,True
sub-001,highlevel,1,6.899036,0.123793,1.237927,1.4,-9.677317,2.274261,0.995119,0.024996,CP1,True
sub-001,highlevel,2,9.016759,0.394444,3.944445,1.793637,-9.677317,2.274261,0.995119,0.024996,CP1,True
sub-001,highlevel,3,11.860431,0.237294,2.372943,1.611115,-9.677317,2.274261,0.995119,0.024996,CP1,True
sub-001,highlevel,4,16.603925,0.280583,2.805834,3.805795,-9.677317,2.274261,0.995119,0.024996,CP1,True
sub-001,highlevel,1,8.953217,0.409125,4.091245,1.945643,-9.360686,2.410118,0.992543,0.037483,Pz,True
sub-001,highlevel,2,11.660969,0.32948,3.294802,1.4,-9.360686,2.410118,0.992543,0.037483,Pz,True
sub-001,highlevel,3,16.545071,0.220818,2.208178,6.794302,-9.360686,2.410118,0.992543,0.037483,Pz,True
sub-001,highlevel,1,9.03095,0.505454,5.054538,2.351831,-9.347695,2.320585,0.991265,0.044419,P3,True
sub-001,highlevel,2,15.314107,0.298902,2.989025,6.665882,-9.347695,2.320585,0.991265,0.044419,P3,True
sub-001,highlevel,1,8.816912,0.555619,5.556188,1.838588,-8.950447,2.547015,0.993113,0.041014,P7,True
sub-001,highlevel,2,11.407625,0.48947,4.894701,1.997662,-8.950447,2.547015,0.993113,0.041014,P7,True
sub-001,highlevel,3,15.328269,0.345927,3.45927,5.669607,-8.950447,2.547015,0.993113,0.041014,P7,True
sub-001,highlevel,1,8.82154,0.497506,4.975061,1.416447,-8.991876,2.548815,0.991396,0.045807,O1,True
sub-001,highlevel,2,10.982427,0.512951,5.129511,2.905952,-8.991876,2.548815,0.991396,0.045807,O1,True
sub-001,highlevel,3,16.143508,0.274679,2.746787,7.641494,-8.991876,2.548815,0.991396,0.045807,O1,True
sub-001,highlevel,1,10.48357,0.577257,5.772568,3.494039,-9.008877,2.55572,0.992769,0.040953,Oz,True
sub-001,highlevel,2,15.726614,0.253803,2.53803,5.704338,-9.008877,2.55572,0.992769,0.040953,Oz,True
sub-001,highlevel,3,22.670167,0.096056,0.960561,8.0,-9.008877,2.55572,0.992769,0.040953,Oz,True
sub-001,highlevel,1,10.553936,0.641852,6.418516,3.425629,-9.039862,2.507894,0.993868,0.035416,O2,True
sub-001,highlevel,2,16.012942,0.223027,2.230274,6.426708,-9.039862,2.507894,0.993868,0.035416,O2,True
sub-001,highlevel,3,22.115658,0.11097,1.109705,8.0,-9.039862,2.507894,0.993868,0.035416,O2,True
sub-001,highlevel,1,9.041182,0.392875,3.928752,1.893341,-9.214747,2.486987,0.99405,0.033149,P4,True
sub-001,highlevel,2,11.466154,0.458858,4.588581,2.11939,-9.214747,2.486987,0.99405,0.033149,P4,True
sub-001,highlevel,3,18.327634,0.207538,2.075384,8.0,-9.214747,2.486987,0.99405,0.033149,P4,True
sub-001,highlevel,1,9.949409,0.508931,5.089311,2.980799,-9.083702,2.440732,0.994466,0.032747,P8,True
sub-001,highlevel,2,12.569195,0.351007,3.510072,2.817425,-9.083702,2.440732,0.994466,0.032747,P8,True
sub-001,highlevel,3,16.869755,0.16518,1.651805,7.227874,-9.083702,2.440732,0.994466,0.032747,P8,True
sub-001,highlevel,1,7.656662,0.238481,2.384809,1.943066,-9.310209,2.24134,0.992673,0.038553,TP10,True
sub-001,highlevel,2,10.483554,0.305651,3.056513,3.580553,-9.310209,2.24134,0.992673,0.038553,TP10,True
sub-001,highlevel,3,16.482735,0.184703,1.847028,3.317607,-9.310209,2.24134,0.992673,0.038553,TP10,True
sub-001,highlevel,4,36.785758,0.158881,1.588814,1.445043,-9.310209,2.24134,0.992673,0.038553,TP10,True
sub-001,highlevel,1,9.295043,0.245449,2.45449,3.901977,-9.52578,2.209574,0.99487,0.03122,CP6,True
sub-001,highlevel,2,16.293801,0.163147,1.631474,7.234752,-9.52578,2.209574,0.99487,0.03122,CP6,True
sub-001,highlevel,1,6.883878,0.144329,1.443289,1.4,-9.630358,2.347053,0.9951,0.03157,CP2,True
sub-001,highlevel,2,8.846448,0.280446,2.804462,1.564994,-9.630358,2.347053,0.9951,0.03157,CP2,True
sub-001,highlevel,3,11.676946,0.243838,2.438379,1.644573,-9.630358,2.347053,0.9951,0.03157,CP2,True
sub-001,highlevel,4,16.996487,0.191665,1.916652,5.052049,-9.630358,2.347053,0.9951,0.03157,CP2,True
sub-001,highlevel,1,6.50443,0.376741,3.767413,1.4,-10.653389,1.915512,0.994208,0.029848,Cz,True
sub-001,highlevel,2,8.513143,0.201299,2.012994,1.4,-10.653389,1.915512,0.994208,0.029848,Cz,True
sub-001,highlevel,3,17.019481,0.143866,1.438659,1.569267,-10.653389,1.915512,0.994208,0.029848,Cz,True
sub-001,highlevel,4,29.326302,0.167791,1.677907,2.212981,-10.653389,1.915512,0.994208,0.029848,Cz,True
sub-001,highlevel,5,34.755051,0.101404,1.01404,7.552394,-10.653389,1.915512,0.994208,0.029848,Cz,True
sub-001,highlevel,1,6.967418,0.175013,1.75013,1.4,-9.810007,2.165645,0.996051,0.026451,C4,True
sub-001,highlevel,2,8.532456,0.136424,1.364244,1.4,-9.810007,2.165645,0.996051,0.026451,C4,True
sub-001,highlevel,3,12.530968,0.186475,1.864747,1.83081,-9.810007,2.165645,0.996051,0.026451,C4,True
sub-001,highlevel,4,16.992713,0.199915,1.999155,3.700294,-9.810007,2.165645,0.996051,0.026451,C4,True
sub-001,highlevel,1,7.087375,0.210247,2.102471,1.4,-9.639783,1.988572,0.984114,0.052161,T8,True
sub-001,highlevel,2,9.31202,0.161664,1.61664,2.939262,-9.639783,1.988572,0.984114,0.052161,T8,True
sub-001,highlevel,3,15.745745,0.101907,1.019067,1.4,-9.639783,1.988572,0.984114,0.052161,T8,True
sub-001,highlevel,4,18.000247,0.092092,0.920922,2.515918,-9.639783,1.988572,0.984114,0.052161,T8,True
sub-001,highlevel,5,31.503274,0.09285,0.928502,1.4,-9.639783,1.988572,0.984114,0.052161,T8,True
sub-001,highlevel,1,37.630962,0.134467,1.344665,3.506355,-9.148173,2.362009,0.986433,0.050066,FT10,True
sub-001,highlevel,1,6.680031,0.492921,4.929208,1.567359,-11.453168,1.278224,0.991181,0.029227,FC2,True
sub-001,highlevel,2,17.619843,0.158209,1.582095,3.844379,-11.453168,1.278224,0.991181,0.029227,FC2,True
sub-001,highlevel,3,23.889867,0.129141,1.291409,1.605869,-11.453168,1.278224,0.991181,0.029227,FC2,True
sub-001,highlevel,1,8.538298,0.239227,2.392274,4.039853,-9.898572,1.874539,0.985815,0.046698,F8,True
sub-001,highlevel,2,38.79819,0.123311,1.233105,8.0,-9.898572,1.874539,0.985815,0.046698,F8,True
sub-001,highlevel,1,8.538298,0.212184,2.121845,5.326364,-10.173975,1.87203,0.985333,0.044248,Fp2,True
sub-001,highlevel,2,37.534364,0.154501,1.545008,5.641246,-10.173975,1.87203,0.985333,0.044248,Fp2,True
sub-002,base,1,11.365251,0.221162,2.211617,1.4,-11.759987,0.249913,,0.052752,Fp1,False
sub-002,base,2,21.769031,0.389369,3.893692,4.35266,-11.759987,0.249913,,0.052752,Fp1,False
sub-002,base,3,26.647722,0.244937,2.44937,5.180554,-11.759987,0.249913,,0.052752,Fp1,False
sub-002,base,4,33.262565,0.076314,0.763137,1.4,-11.759987,0.249913,,0.052752,Fp1,False
sub-002,base,1,20.258184,0.340638,3.406381,3.439109,-13.245262,,0.938183,0.040987,Fz,False
sub-002,base,2,24.66766,0.414527,4.145273,5.941349,-13.245262,,0.938183,0.040987,Fz,False
sub-002,base,1,20.90767,0.347365,3.473652,4.0496,-12.578671,,,0.049557,F3,False
sub-002,base,2,25.151994,0.404765,4.047654,5.869363,-12.578671,,,0.049557,F3,False
sub-002,base,1,7.91494,0.173521,1.735213,4.972761,-11.690549,0.274569,,0.044728,F7,False
sub-002,base,2,21.630897,0.338582,3.385822,3.719448,-11.690549,0.274569,,0.044728,F7,False
sub-002,base,3,26.314453,0.258832,2.588322,5.963788,-11.690549,0.274569,,0.044728,F7,False
sub-002,base,4,33.297391,0.090157,0.901566,1.4,-11.690549,0.274569,,0.044728,F7,False
sub-002,base,5,37.718955,0.096297,0.962969,1.4,-11.690549,0.274569,,0.044728,F7,False
sub-002,base,1,11.252851,0.308592,3.085917,2.011277,-10.918636,0.956717,0.915917,0.052873,FT9,True
sub-002,base,2,22.082437,0.173995,1.739953,2.693648,-10.918636,0.956717,0.915917,0.052873,FT9,True
sub-002,base,3,28.623149,0.23509,2.350898,6.133603,-10.918636,0.956717,0.915917,0.052873,FT9,True
sub-002,base,4,33.217442,0.171806,1.718056,1.4,-10.918636,0.956717,0.915917,0.052873,FT9,True
sub-002,base,5,37.613692,0.186799,1.867987,1.4,-10.918636,0.956717,0.915917,0.052873,FT9,True
sub-002,base,1,22.809047,0.458624,4.58624,5.032486,-12.135035,,,0.063831,FC5,False
sub-002,base,2,27.849272,0.283266,2.832663,4.126648,-12.135035,,,0.063831,FC5,False
sub-002,base,1,11.417605,0.186885,1.868849,1.713083,-11.531906,0.776956,0.903602,0.049351,C3,True
sub-002,base,2,27.08613,0.329147,3.291468,8.0,-11.531906,0.776956,0.903602,0.049351,C3,True
sub-002,base,1,11.397355,0.177503,1.77503,1.4,-11.535638,0.333024,,0.043019,T7,False
sub-002,base,2,20.85923,0.253317,2.533168,3.569958,-11.535638,0.333024,,0.043019,T7,False
sub-002,base,3,25.842207,0.099699,0.99699,6.507953,-11.535638,0.333024,,0.043019,T7,False
sub-002,base,1,11.601737,0.425861,4.25861,1.823003,-11.060394,0.684967,0.941743,0.039792,TP9,True
sub-002,base,1,11.558739,0.330585,3.305851,1.869183,-11.255396,0.716136,0.959142,0.028904,CP5,True
sub-002,base,2,20.103815,0.160872,1.60872,1.581469,-11.255396,0.716136,0.959142,0.028904,CP5,True
sub-002,base,3,22.609832,0.170851,1.708507,1.68377,-11.255396,0.716136,0.959142,0.028904,CP5,True
sub-002,base,4,28.556739,0.194012,1.940118,7.50942,-11.255396,0.716136,0.959142,0.028904,CP5,True
sub-002,base,1,11.647286,0.274418,2.744175,1.8393,-11.393869,0.861237,0.941549,0.042077,CP1,True
sub-002,base,2,26.959293,0.29198,2.919796,8.0,-11.393869,0.861237,0.941549,0.042077,CP1,True
sub-002,base,1,11.70687,0.477156,4.771563,2.122437,-11.09841,0.952057,0.975605,0.031453,Pz,True
sub-002,base,2,20.353317,0.145727,1.457271,1.505959,-11.09841,0.952057,0.975605,0.031453,Pz,True
sub-002,base,3,23.609263,0.229772,2.297725,1.51711,-11.09841,0.952057,0.975605,0.031453,Pz,True
sub-002,base,4,27.781977,0.292036,2.920361,6.290128,-11.09841,0.952057,0.975605,0.031453,Pz,True
sub-002,base,1,11.671491,0.489466,4.894657,2.131945,-10.985004,0.983814,0.983165,0.025182,P3,True
sub-002,base,2,20.225279,0.146426,1.464262,1.635411,-10.985004,0.983814,0.983165,0.025182,P3,True
sub-002,base,3,23.190212,0.204578,2.045775,1.844453,-10.985004,0.983814,0.983165,0.025182,P3,True
sub-002,base,4,28.040929,0.263678,2.636782,6.611399,-10.985004,0.983814,0.983165,0.025182,P3,True
sub-002,base,1,11.655501,0.50442,5.044204,1.99828,-11.095508,0.643143,0.983825,0.020355,P7,True
sub-002,base,2,21.031894,0.124294,1.242938,3.112507,-11.095508,0.643143,0.983825,0.020355,P7,True
sub-002,base,3,27.099966,0.153003,1.530032,6.709352,-11.095508,0.643143,0.983825,0.020355,P7,True
sub-002,base,1,11.596004,0.783238,7.832378,2.583055,-10.587855,1.147718,0.986115,0.031818,O1,True
sub-002,base,2,15.581445,0.083748,0.837479,1.4,-10.587855,1.147718,0.986115,0.031818,O1,True
sub-002,base,3,22.542599,0.065574,0.655744,7.566831,-10.587855,1.147718,0.986115,0.031818,O1,True
sub-002,base,4,28.105375,0.258934,2.589338,4.864236,-10.587855,1.147718,0.986115,0.031818,O1,True
sub-002,base,1,11.581621,0.829236,8.292363,2.615426,-10.617183,1.146982,0.987423,0.031788,Oz,True
sub-002,base,2,15.507093,0.056005,0.560046,1.458368,-10.617183,1.146982,0.987423,0.031788,Oz,True
sub-002,base,3,26.891901,0.21326,2.132602,5.79209,-10.617183,1.146982,0.987423,0.031788,Oz,True
sub-002,base,4,28.517113,0.321282,3.212823,1.4,-10.617183,1.146982,0.987423,0.031788,Oz,True
sub-002,base,5,31.804869,0.115475,1.15475,1.928115,-10.617183,1.146982,0.987423,0.031788,Oz,True
sub-002,base,1,11.642444,0.968505,9.68505,2.764066,-10.584503,1.162978,0.988684,0.032084,O2,True
sub-002,base,2,21.212812,0.065321,0.653207,2.982901,-10.584503,1.162978,0.988684,0.032084,O2,True
sub-002,base,3,26.172574,0.192638,1.926383,3.709203,-10.584503,1.162978,0.988684,0.032084,O2,True
sub-002,base,4,28.806739,0.279594,2.795941,1.709916,-10.584503,1.162978,0.988684,0.032084,O2,True
sub-002,base,5,31.57501,0.124088,1.240875,1.836962,-10.584503,1.162978,0.988684,0.032084,O2,True
sub-002,base,1,11.759469,0.729257,7.292567,2.199163,-11.02971,0.939472,0.982977,0.029893,P4,True
sub-002,base,2,20.394081,0.182241,1.822414,1.849444,-11.02971,0.939472,0.982977,0.029893,P4,True
sub-002,base,3,27.134601,0.276136,2.761363,7.316981,-11.02971,0.939472,0.982977,0.029893,P4,True
sub-002,base,1,11.667626,0.825308,8.253082,2.332754,-10.958073,0.821679,0.974529,0.037737,P8,True
sub-002,base,2,25.288688,0.235046,2.350462,7.510382,-10.958073,0.821679,0.974529,0.037737,P8,True
sub-002,base,1,11.598587,0.541301,5.41301,1.834009,-11.088429,0.622063,0.950311,0.033982,TP10,True
sub-002,base,2,25.301186,0.14349,1.434898,7.512301,-11.088429,0.622063,0.950311,0.033982,TP10,True
sub-002,base,1,11.702133,0.577391,5.773908,1.850995,-11.337328,0.662608,0.932281,0.040602,CP6,True
sub-002,base,2,25.535845,0.276169,2.761691,8.0,-11.337328,0.662608,0.932281,0.040602,CP6,True
sub-002,base,1,11.822784,0.438028,4.380283,1.66814,-11.519062,0.776635,0.932659,0.040447,CP2,True
sub-002,base,2,27.291787,0.296848,2.968477,8.0,-11.519062,0.776635,0.932659,0.040447,CP2,True
sub-002,base,1,22.627358,0.19063,1.906295,3.795054,-12.014573,0.71276,,0.062173,Cz,False
sub-002,base,2,26.934738,0.241762,2.417623,1.485852,-12.014573,0.71276,,0.062173,Cz,False
sub-002,base,3,29.995321,0.245688,2.456884,3.126319,-12.014573,0.71276,,0.062173,Cz,False
sub-002,base,4,33.794214,0.199186,1.991855,1.500346,-12.014573,0.71276,,0.062173,Cz,False
sub-002,base,1,11.720492,0.347157,3.471574,1.566919,-11.737899,0.652092,,0.043848,C4,False
sub-002,base,2,22.912181,0.270691,2.706907,5.076705,-11.737899,0.652092,,0.043848,C4,False
sub-002,base,3,29.719151,0.28773,2.877296,5.970926,-11.737899,0.652092,,0.043848,C4,False
sub-002,base,1,11.591551,0.378507,3.785066,1.639774,-11.267061,0.667461,0.909489,0.039119,T8,True
sub-002,base,2,20.627596,0.22534,2.253398,3.049035,-11.267061,0.667461,0.909489,0.039119,T8,True
sub-002,base,3,27.109879,0.180853,1.80853,6.256737,-11.267061,0.667461,0.909489,0.039119,T8,True
sub-002,base,1,11.475206,0.308985,3.089849,1.787722,-10.853506,1.035998,0.919227,0.056116,FT10,True
sub-002,base,2,26.302215,0.284995,2.84995,8.0,-10.853506,1.035998,0.919227,0.056116,FT10,True
sub-002,base,1,11.472437,0.257955,2.579551,1.4,-11.461454,0.748716,0.913292,0.038611,FC6,True
sub-002,base,2,20.093161,0.183292,1.832922,1.694459,-11.461454,0.748716,0.913292,0.038611,FC6,True
sub-002,base,3,23.184341,0.25749,2.574896,2.736855,-11.461454,0.748716,0.913292,0.038611,FC6,True
sub-002,base,4,28.113589,0.237876,2.378765,5.624745,-11.461454,0.748716,0.913292,0.038611,FC6,True
sub-002,base,1,23.024712,0.281012,2.810117,5.949361,-12.428913,0.407156,,0.03961,FC2,False
sub-002,base,2,29.931208,0.218946,2.189464,4.292101,-12.428913,0.407156,,0.03961,FC2,False
sub-002,base,1,25.015398,0.318421,3.18421,8.0,-11.887786,0.541824,,0.058086,F4,False
sub-002,base,1,9.868085,0.165197,1.651969,5.241907,-11.60076,0.489701,,0.059009,F8,False
sub-002,base,2,19.81896,0.208549,2.085488,1.560816,-11.60076,0.489701,,0.059009,F8,False
sub-002,base,3,22.112535,0.340162,3.401615,1.614527,-11.60076,0.489701,,0.059009,F8,False
sub-002,base,4,24.095736,0.343494,3.434942,1.4,-11.60076,0.489701,,0.059009,F8,False
sub-002,base,5,27.685589,0.281485,2.81485,5.345214,-11.60076,0.489701,,0.059009,F8,False
sub-002,base,1,11.477334,0.261928,2.61928,1.4,-11.665994,0.48783,,0.070993,Fp2,False
sub-002,base,2,21.973577,0.34821,3.482097,4.173532,-11.665994,0.48783,,0.070993,Fp2,False
sub-002,base,3,27.698451,0.233077,2.330771,4.990998,-11.665994,0.48783,,0.070993,Fp2,False
sub-002,base,4,37.6681,0.148036,1.480357,1.4,-11.665994,0.48783,,0.070993,Fp2,False
sub-002,lowlevel,1,7.91494,0.255864,2.558639,5.645479,-11.966259,0.204497,,0.034744,Fp1,False
sub-002,lowlevel,2,22.94626,0.256503,2.565035,4.917627,-11.966259,0.204497,,0.034744,Fp1,False
sub-002,lowlevel,3,27.498509,0.193601,1.936014,2.976449,-11.966259,0.204497,,0.034744,Fp1,False
sub-002,lowlevel,4,30.303158,0.133921,1.339211,1.4,-11.966259,0.204497,,0.034744,Fp1,False
sub-002,lowlevel,1,22.955271,0.304126,3.041257,6.56323,-12.882859,,,0.067718,Fz,False
sub-002,lowlevel,1,21.94002,0.362288,3.622877,4.336258,-12.269309,,,0.061919,F3,False
sub-002,lowlevel,2,25.27028,0.3507,3.507001,1.4,-12.269309,,,0.061919,F3,False
sub-002,lowlevel,3,28.581829,0.225526,2.255261,3.419845,-12.269309,,,0.061919,F3,False
sub-002,lowlevel,1,25.519143,0.271789,2.717889,7.887118,-11.310639,0.626087,,0.04772,F7,False
sub-002,lowlevel,1,11.185119,0.368638,3.686384,2.087925,-10.858525,1.08427,0.968986,0.037528,FT9,True
sub-002,lowlevel,2,24.792597,0.185101,1.851006,5.056744,-10.858525,1.08427,0.968986,0.037528,FT9,True
sub-002,lowlevel,3,28.553016,0.249,2.490003,2.010077,-10.858525,1.08427,0.968986,0.037528,FT9,True
sub-002,lowlevel,4,32.125505,0.149796,1.497965,2.49662,-10.858525,1.08427,0.968986,0.037528,FT9,True
sub-002,lowlevel,1,9.203191,0.179577,1.795772,5.047454,-12.345808,,,0.053473,FC5,False
sub-002,lowlevel,2,22.7325,0.408312,4.083118,4.820661,-12.345808,,,0.053473,FC5,False
sub-002,lowlevel,3,28.038146,0.262227,2.622273,4.6343,-12.345808,,,0.053473,FC5,False
sub-002,lowlevel,1,11.308008,0.178288,1.782884,1.4,-11.411692,0.922712,0.968768,0.030379,C3,True
sub-002,lowlevel,2,23.804258,0.252694,2.526936,5.780322,-11.411692,0.922712,0.968768,0.030379,C3,True
sub-002,lowlevel,3,30.638084,0.267929,2.679291,5.334141,-11.411692,0.922712,0.968768,0.030379,C3,True
sub-002,lowlevel,1,11.394701,0.26309,2.630897,1.4,-11.757915,0.14236,,0.039156,T7,False
sub-002,lowlevel,2,22.892996,0.303497,3.034969,5.820091,-11.757915,0.14236,,0.039156,T7,False
sub-002,lowlevel,1,11.439086,0.616726,6.16726,2.110257,-11.129822,0.688293,0.952814,0.040963,TP9,True
sub-002,lowlevel,2,19.0919,0.149371,1.49371,1.4,-11.129822,0.688293,0.952814,0.040963,TP9,True
sub-002,lowlevel,3,21.242085,0.150816,1.508164,2.174085,-11.129822,0.688293,0.952814,0.040963,TP9,True
sub-002,lowlevel,4,28.092741,0.131878,1.31878,3.727173,-11.129822,0.688293,0.952814,0.040963,TP9,True
sub-002,lowlevel,1,11.451806,0.444757,4.447566,1.514616,-11.490496,0.499986,,0.042807,CP5,False
sub-002,lowlevel,2,25.197763,0.115296,1.152964,8.0,-11.490496,0.499986,,0.042807,CP5,False
sub-002,lowlevel,1,11.481281,0.412652,4.126522,1.839141,-11.030531,1.258377,0.982226,0.02961,CP1,True
sub-002,lowlevel,2,23.805874,0.246081,2.460811,5.890604,-11.030531,1.258377,0.982226,0.02961,CP1,True
sub-002,lowlevel,3,27.348735,0.358895,3.588946,1.4,-11.030531,1.258377,0.982226,0.02961,CP1,True
sub-002,lowlevel,4,28.977662,0.306101,3.06101,1.432367,-11.030531,1.258377,0.982226,0.02961,CP1,True
sub-002,lowlevel,5,31.165198,0.304804,3.048036,2.161133,-11.030531,1.258377,0.982226,0.02961,CP1,True
sub-002,lowlevel,6,34.177667,0.182622,1.826215,1.647464,-11.030531,1.258377,0.982226,0.02961,CP1,True
sub-002,lowlevel,1,11.475284,0.648749,6.487494,2.245696,-10.783575,1.30026,0.978134,0.042823,Pz,True
sub-002,lowlevel,2,21.84325,0.209088,2.090881,4.412425,-10.783575,1.30026,0.978134,0.042823,Pz,True
sub-002,lowlevel,3,29.034546,0.322823,3.228226,6.047533,-10.783575,1.30026,0.978134,0.042823,Pz,True
sub-002,lowlevel,1,11.469261,0.636894,6.368939,2.307194,-10.916048,1.100912,0.980498,0.035429,P3,True
sub-002,lowlevel,2,23.37261,0.200637,2.006367,5.393458,-10.916048,1.100912,0.980498,0.035429,P3,True
sub-002,lowlevel,3,27.925695,0.25006,2.500603,1.947688,-10.916048,1.100912,0.980498,0.035429,P3,True
sub-002,lowlevel,4,30.739781,0.177687,1.776871,4.609736,-10.916048,1.100912,0.980498,0.035429,P3,True
sub-002,lowlevel,1,11.462734,0.72656,7.265602,2.079007,-11.26634,0.522167,0.969893,0.030989,P7,True
sub-002,lowlevel,2,23.494224,0.215474,2.154745,6.374984,-11.26634,0.522167,0.969893,0.030989,P7,True
sub-002,lowlevel,1,11.418241,0.961348,9.613481,2.628358,-10.541224,1.253297,0.986404,0.038747,O1,True
sub-002,lowlevel,2,22.57042,0.149623,1.496226,5.220064,-10.541224,1.253297,0.986404,0.038747,O1,True
sub-002,lowlevel,3,28.059212,0.264151,2.641512,2.385334,-10.541224,1.253297,0.986404,0.038747,O1,True
sub-002,lowlevel,4,31.225108,0.193205,1.93205,1.4,-10.541224,1.253297,0.986404,0.038747,O1,True
sub-002,lowlevel,1,11.386501,1.020588,10.205877,2.456652,-10.487693,1.321167,0.986613,0.037898,Oz,True
sub-002,lowlevel,2,14.219787,0.205168,2.051679,1.4,-10.487693,1.321167,0.986613,0.037898,Oz,True
sub-002,lowlevel,3,19.841489,0.088541,0.885406,2.695046,-10.487693,1.321167,0.986613,0.037898,Oz,True
sub-002,lowlevel,4,23.230473,0.181092,1.810924,2.876239,-10.487693,1.321167,0.986613,0.037898,Oz,True
sub-002,lowlevel,5,27.93809,0.300869,3.008694,2.627407,-10.487693,1.321167,0.986613,0.037898,Oz,True
sub-002,lowlevel,6,31.164733,0.228601,2.286015,1.4,-10.487693,1.321167,0.986613,0.037898,Oz,True
sub-002,lowlevel,1,11.450987,1.164142,11.641416,2.504357,-10.416859,1.347948,0.985178,0.043201,O2,True
sub-002,lowlevel,2,14.42775,0.187066,1.870664,1.745421,-10.416859,1.347948,0.985178,0.043201,O2,True
sub-002,lowlevel,3,22.754889,0.14774,1.4774,5.106574,-10.416859,1.347948,0.985178,0.043201,O2,True
sub-002,lowlevel,4,28.135851,0.267908,2.679083,2.343277,-10.416859,1.347948,0.985178,0.043201,O2,True
sub-002,lowlevel,5,31.134151,0.201481,2.014809,1.49491,-10.416859,1.347948,0.985178,0.043201,O2,True
sub-002,lowlevel,1,11.512351,0.867075,8.670751,2.202844,-10.882845,1.098158,0.9774,0.043928,P4,True
sub-002,lowlevel,2,26.578269,0.267639,2.67639,8.0,-10.882845,1.098158,0.9774,0.043928,P4,True
sub-002,lowlevel,1,11.434699,0.995303,9.953029,2.335807,-10.935525,0.855498,0.984397,0.035516,P8,True
sub-002,lowlevel,2,22.955118,0.163145,1.631453,4.516197,-10.935525,0.855498,0.984397,0.035516,P8,True
sub-002,lowlevel,3,28.31876,0.167196,1.671962,4.634469,-10.935525,0.855498,0.984397,0.035516,P8,True
sub-002,lowlevel,1,11.300555,0.776724,7.767243,2.225439,-11.13875,0.639593,0.969033,0.033662,TP10,True
sub-002,lowlevel,2,21.077976,0.144596,1.445961,2.256121,-11.13875,0.639593,0.969033,0.033662,TP10,True
sub-002,lowlevel,3,23.146701,0.20265,2.026499,1.446417,-11.13875,0.639593,0.969033,0.033662,TP10,True
sub-002,lowlevel,4,27.859101,0.140062,1.400619,6.101906,-11.13875,0.639593,0.969033,0.033662,TP10,True
sub-002,lowlevel,1,11.405075,0.725228,7.252282,1.90458,-11.278009,0.724391,0.979142,0.026229,CP6,True
sub-002,lowlevel,2,19.904356,0.142755,1.427548,2.122847,-11.278009,0.724391,0.979142,0.026229,CP6,True
sub-002,lowlevel,3,23.473225,0.225938,2.259378,3.048917,-11.278009,0.724391,0.979142,0.026229,CP6,True
sub-002,lowlevel,4,27.631531,0.236703,2.367029,3.895065,-11.278009,0.724391,0.979142,0.026229,CP6,True
sub-002,lowlevel,5,33.1106,0.128627,1.286272,2.172157,-11.278009,0.724391,0.979142,0.026229,CP6,True
sub-002,lowlevel,1,11.475588,0.59432,5.943199,1.832758,-11.303258,1.011982,0.962664,0.043901,CP2,True
sub-002,lowlevel,2,27.15446,0.300366,3.00366,8.0,-11.303258,1.011982,0.962664,0.043901,CP2,True
sub-002,lowlevel,1,7.91494,0.225629,2.256294,5.917382,-11.906541,0.948653,0.9668,0.033099,Cz,True
sub-002,lowlevel,2,20.751753,0.149035,1.490346,3.309163,-11.906541,0.948653,0.9668,0.033099,Cz,True
sub-002,lowlevel,3,25.32973,0.208623,2.086234,5.500498,-11.906541,0.948653,0.9668,0.033099,Cz,True
sub-002,lowlevel,4,27.080177,0.363569,3.635693,1.414514,-11.906541,0.948653,0.9668,0.033099,Cz,True
sub-002,lowlevel,5,31.219254,0.267721,2.67721,5.44229,-11.906541,0.948653,0.9668,0.033099,Cz,True
sub-002,lowlevel,1,11.379005,0.445061,4.450612,1.489442,-11.574915,0.799209,0.942248,0.038715,C4,True
sub-002,lowlevel,2,21.992219,0.22739,2.2739,4.03839,-11.574915,0.799209,0.942248,0.038715,C4,True
sub-002,lowlevel,3,29.043091,0.251215,2.512153,7.834771,-11.574915,0.799209,0.942248,0.038715,C4,True
sub-002,lowlevel,1,11.233888,0.51696,5.1696,2.012986,-11.293719,0.66786,0.911789,0.049223,T8,True
sub-002,lowlevel,2,24.521618,0.208684,2.086844,7.791596,-11.293719,0.66786,0.911789,0.049223,T8,True
sub-002,lowlevel,1,9.158186,0.202059,2.020589,3.355674,-10.981043,0.964769,0.972628,0.036614,FT10,True
sub-002,lowlevel,2,11.526258,0.434816,4.34816,1.501121,-10.981043,0.964769,0.972628,0.036614,FT10,True
sub-002,lowlevel,3,22.423657,0.194872,1.948715,2.882212,-10.981043,0.964769,0.972628,0.036614,FT10,True
sub-002,lowlevel,4,28.153893,0.285001,2.850006,6.259087,-10.981043,0.964769,0.972628,0.036614,FT10,True
sub-002,lowlevel,1,11.047776,0.340481,3.404808,2.080522,-11.373119,0.87976,0.939546,0.043948,FC6,True
sub-002,lowlevel,2,21.591581,0.184856,1.848556,4.10486,-11.373119,0.87976,0.939546,0.043948,FC6,True
sub-002,lowlevel,3,27.755926,0.219512,2.195118,7.260268,-11.373119,0.87976,0.939546,0.043948,FC6,True
