participant,exp,Peak #,CF_Hz,PW_log10,PW_dB,BW_Hz,Aperiodic_Offset,Aperiodic_Exponent,R_squared,Error,channels,Channels_Validity
sub-002,lowlevel,1,8.538298,0.147874,1.478744,4.888082,-12.391223,0.532427,0.904419,0.039708,FC2,True
sub-002,lowlevel,2,21.354091,0.27059,2.705902,4.440221,-12.391223,0.532427,0.904419,0.039708,FC2,True
sub-002,lowlevel,3,29.023525,0.244136,2.441355,7.215952,-12.391223,0.532427,0.904419,0.039708,FC2,True
sub-002,lowlevel,1,7.362982,0.16205,1.620498,5.489153,-11.919352,0.606915,0.94571,0.033198,F4,True
sub-002,lowlevel,2,21.958635,0.265542,2.655419,5.022821,-11.919352,0.606915,0.94571,0.033198,F4,True
sub-002,lowlevel,3,28.642243,0.220533,2.205329,5.457212,-11.919352,0.606915,0.94571,0.033198,F4,True
sub-002,lowlevel,4,32.979845,0.153791,1.537906,1.857254,-11.919352,0.606915,0.94571,0.033198,F4,True
sub-002,lowlevel,1,7.91494,0.384986,3.849855,5.982549,-11.787733,0.450346,0.922992,0.04946,F8,True
sub-002,lowlevel,2,25.261122,0.330959,3.309593,8.0,-11.787733,0.450346,0.922992,0.04946,F8,True
sub-002,lowlevel,1,8.883627,0.289975,2.899746,5.064866,-11.674123,0.643065,0.924497,0.041907,Fp2,True
sub-002,lowlevel,2,22.405353,0.209135,2.091349,3.78027,-11.674123,0.643065,0.924497,0.041907,Fp2,True
sub-002,lowlevel,3,28.004983,0.223319,2.233191,6.027978,-11.674123,0.643065,0.924497,0.041907,Fp2,True
sub-002,highlevel,1,7.126485,0.191338,1.913378,4.434685,-11.946855,0.168748,0.923001,0.032883,Fp1,True
sub-002,highlevel,2,22.183988,0.404346,4.043462,4.782666,-11.946855,0.168748,0.923001,0.032883,Fp1,True
sub-002,highlevel,3,27.577332,0.316439,3.164391,4.790771,-11.946855,0.168748,0.923001,0.032883,Fp1,True
sub-002,highlevel,4,31.467402,0.170495,1.70495,1.4,-11.946855,0.168748,0.923001,0.032883,Fp1,True
sub-002,highlevel,1,22.95727,0.507081,5.070812,6.718538,-13.218162,,,0.057379,Fz,False
sub-002,highlevel,1,18.841367,0.26871,2.687103,1.400012,-12.600687,,,0.05978,F3,False
sub-002,highlevel,2,21.567167,0.422771,4.22771,3.973947,-12.600687,,,0.05978,F3,False
sub-002,highlevel,3,25.231076,0.409214,4.092142,6.055294,-12.600687,,,0.05978,F3,False
sub-002,highlevel,1,6.881851,0.232267,2.322672,4.628629,-11.805943,0.217717,0.93024,0.034917,F7,True
sub-002,highlevel,2,22.209721,0.384035,3.84035,4.667824,-11.805943,0.217717,0.93024,0.034917,F7,True
sub-002,highlevel,3,27.133107,0.355001,3.550012,5.168229,-11.805943,0.217717,0.93024,0.034917,F7,True
sub-002,highlevel,4,31.359016,0.217219,2.172187,1.4,-11.805943,0.217717,0.93024,0.034917,F7,True
sub-002,highlevel,1,22.229636,0.207755,2.077546,3.026955,-10.812905,1.071426,0.904952,0.051492,FT9,True
sub-002,highlevel,2,28.212845,0.29552,2.955204,6.738996,-10.812905,1.071426,0.904952,0.051492,FT9,True
sub-002,highlevel,1,24.269645,0.449594,4.495935,7.783051,-12.19001,,,0.06053,FC5,False
sub-002,highlevel,1,7.403461,0.147304,1.473037,2.741974,-11.738527,0.628305,0.964754,0.02727,C3,True
sub-002,highlevel,2,11.46009,0.123806,1.238063,1.4,-11.738527,0.628305,0.964754,0.02727,C3,True
sub-002,highlevel,3,22.814575,0.324168,3.241677,4.734071,-11.738527,0.628305,0.964754,0.02727,C3,True
sub-002,highlevel,4,29.39172,0.347439,3.474388,5.151782,-11.738527,0.628305,0.964754,0.02727,C3,True
sub-002,highlevel,1,6.543622,0.079841,0.798409,5.243728,-11.72833,0.170256,,0.035453,T7,False
sub-002,highlevel,2,22.662714,0.313307,3.133071,5.76832,-11.72833,0.170256,,0.035453,T7,False
sub-002,highlevel,3,27.432966,0.226023,2.260226,1.4,-11.72833,0.170256,,0.035453,T7,False
sub-002,highlevel,1,11.653237,0.294249,2.942492,1.708813,-11.278883,0.484356,0.903034,0.032755,TP9,True
sub-002,highlevel,2,21.064642,0.178244,1.782439,2.094068,-11.278883,0.484356,0.903034,0.032755,TP9,True
sub-002,highlevel,3,23.172482,0.168041,1.680405,1.4,-11.278883,0.484356,0.903034,0.032755,TP9,True
sub-002,highlevel,4,27.680154,0.144421,1.444214,3.540587,-11.278883,0.484356,0.903034,0.032755,TP9,True
sub-002,highlevel,5,30.992728,0.140678,1.40678,1.4,-11.278883,0.484356,0.903034,0.032755,TP9,True
sub-002,highlevel,1,8.538298,0.065424,0.654243,3.518058,-11.598121,0.377463,0.903331,0.03136,CP5,True
sub-002,highlevel,2,11.637216,0.193681,1.93681,1.4,-11.598121,0.377463,0.903331,0.03136,CP5,True
sub-002,highlevel,3,21.616655,0.240988,2.409876,3.698681,-11.598121,0.377463,0.903331,0.03136,CP5,True
sub-002,highlevel,4,27.319051,0.230894,2.308936,7.149029,-11.598121,0.377463,0.903331,0.03136,CP5,True
sub-002,highlevel,1,11.409753,0.248528,2.485285,1.834893,-11.310112,0.962972,0.963397,0.035675,CP1,True
sub-002,highlevel,2,22.315755,0.317698,3.176977,3.989019,-11.310112,0.962972,0.963397,0.035675,CP1,True
sub-002,highlevel,3,28.558032,0.417911,4.179113,5.973903,-11.310112,0.962972,0.963397,0.035675,CP1,True
sub-002,highlevel,1,8.734326,0.128968,1.289683,1.4,-11.097913,0.978395,0.983822,0.02557,Pz,True
sub-002,highlevel,2,11.507449,0.455874,4.55874,2.051646,-11.097913,0.978395,0.983822,0.02557,Pz,True
sub-002,highlevel,3,22.804139,0.30971,3.097103,4.403655,-11.097913,0.978395,0.983822,0.02557,Pz,True
sub-002,highlevel,4,29.147598,0.388735,3.887353,5.262276,-11.097913,0.978395,0.983822,0.02557,Pz,True
sub-002,highlevel,1,8.578476,0.079091,0.790912,1.4,-11.128304,0.873051,0.984297,0.024534,P3,True
sub-002,highlevel,2,11.605698,0.422522,4.225221,2.006967,-11.128304,0.873051,0.984297,0.024534,P3,True
sub-002,highlevel,3,22.190873,0.270783,2.707827,3.540058,-11.128304,0.873051,0.984297,0.024534,P3,True
sub-002,highlevel,4,28.462881,0.33705,3.370504,5.840116,-11.128304,0.873051,0.984297,0.024534,P3,True
sub-002,highlevel,1,11.796277,0.355487,3.55487,1.66745,-11.525749,0.181076,,0.033025,P7,False
sub-002,highlevel,2,24.317097,0.326504,3.265045,7.2834,-11.525749,0.181076,,0.033025,P7,False
sub-002,highlevel,1,11.530727,0.743823,7.438225,2.594022,-10.755816,1.043105,0.98043,0.036223,O1,True
sub-002,highlevel,2,23.602183,0.195784,1.957835,5.568139,-10.755816,1.043105,0.98043,0.036223,O1,True
sub-002,highlevel,3,29.488654,0.289444,2.894436,3.795417,-10.755816,1.043105,0.98043,0.036223,O1,True
sub-002,highlevel,1,11.478101,0.808797,8.087966,2.582928,-10.763223,1.042176,0.971683,0.046779,Oz,True
sub-002,highlevel,2,26.983703,0.258971,2.589712,8.0,-10.763223,1.042176,0.971683,0.046779,Oz,True
sub-002,highlevel,1,8.789604,0.181489,1.814891,1.4,-10.761806,1.020528,0.984778,0.037784,O2,True
sub-002,highlevel,2,11.587642,0.941826,9.41826,2.579485,-10.761806,1.020528,0.984778,0.037784,O2,True
sub-002,highlevel,3,23.350796,0.189065,1.890651,5.062082,-10.761806,1.020528,0.984778,0.037784,O2,True
sub-002,highlevel,4,29.753515,0.251154,2.511542,4.013696,-10.761806,1.020528,0.984778,0.037784,O2,True
sub-002,highlevel,1,9.147406,0.189217,1.892175,1.778286,-11.241919,0.723908,0.984066,0.023194,P4,True
sub-002,highlevel,2,11.725758,0.604221,6.042214,2.035955,-11.241919,0.723908,0.984066,0.023194,P4,True
sub-002,highlevel,3,21.73385,0.22226,2.222601,2.692992,-11.241919,0.723908,0.984066,0.023194,P4,True
sub-002,highlevel,4,24.771162,0.263744,2.637436,2.106499,-11.241919,0.723908,0.984066,0.023194,P4,True
sub-002,highlevel,5,29.047442,0.30661,3.066099,5.444598,-11.241919,0.723908,0.984066,0.023194,P4,True
sub-002,highlevel,1,10.411664,0.482471,4.824713,2.47286,-11.022495,0.770955,0.986037,0.024362,P8,True
sub-002,highlevel,2,12.007942,0.772066,7.720658,1.628917,-11.022495,0.770955,0.986037,0.024362,P8,True
sub-002,highlevel,3,21.693567,0.224221,2.242212,1.800411,-11.022495,0.770955,0.986037,0.024362,P8,True
sub-002,highlevel,4,27.977653,0.22765,2.276499,6.990406,-11.022495,0.770955,0.986037,0.024362,P8,True
sub-002,highlevel,1,11.444268,0.511449,5.114485,2.255193,-11.352772,0.377803,,0.041987,TP10,False
sub-002,highlevel,2,21.829184,0.197562,1.975617,2.699734,-11.352772,0.377803,,0.041987,TP10,False
sub-002,highlevel,3,27.007945,0.165675,1.65675,6.779396,-11.352772,0.377803,,0.041987,TP10,False
sub-002,highlevel,1,9.605233,0.135847,1.358465,2.486337,-11.627022,0.321593,0.920622,0.034682,CP6,True
sub-002,highlevel,2,11.81523,0.450362,4.503623,1.4,-11.627022,0.321593,0.920622,0.034682,CP6,True
sub-002,highlevel,3,26.107618,0.30925,3.092501,8.0,-11.627022,0.321593,0.920622,0.034682,CP6,True
sub-002,highlevel,1,8.957773,0.120881,1.208812,2.119865,-11.603931,0.697317,0.970179,0.028354,CP2,True
sub-002,highlevel,2,11.68929,0.33995,3.3995,1.624315,-11.603931,0.697317,0.970179,0.028354,CP2,True
sub-002,highlevel,3,22.00745,0.264125,2.64125,3.262218,-11.603931,0.697317,0.970179,0.028354,CP2,True
sub-002,highlevel,4,24.88712,0.32825,3.282501,1.622192,-11.603931,0.697317,0.970179,0.028354,CP2,True
sub-002,highlevel,5,29.152368,0.355709,3.55709,5.736297,-11.603931,0.697317,0.970179,0.028354,CP2,True
sub-002,highlevel,1,27.816851,0.363744,3.637442,8.0,-11.814512,0.893507,,0.063305,Cz,False
sub-002,highlevel,1,8.107029,0.14622,1.462197,3.187173,-11.954886,0.448224,0.940305,0.031094,C4,True
sub-002,highlevel,2,11.695072,0.247008,2.470085,1.4,-11.954886,0.448224,0.940305,0.031094,C4,True
sub-002,highlevel,3,20.914474,0.218267,2.182673,2.775079,-11.954886,0.448224,0.940305,0.031094,C4,True
sub-002,highlevel,4,24.590603,0.324277,3.242772,3.496187,-11.954886,0.448224,0.940305,0.031094,C4,True
sub-002,highlevel,5,29.876681,0.319956,3.199555,5.157077,-11.954886,0.448224,0.940305,0.031094,C4,True
sub-002,highlevel,1,9.149877,0.147626,1.476259,2.844308,-11.219749,0.738428,0.956089,0.032957,T8,True
sub-002,highlevel,2,11.768312,0.357094,3.570944,1.4,-11.219749,0.738428,0.956089,0.032957,T8,True
sub-002,highlevel,3,21.548343,0.212918,2.129181,3.0013,-11.219749,0.738428,0.956089,0.032957,T8,True
sub-002,highlevel,4,27.689227,0.273642,2.73642,7.516957,-11.219749,0.738428,0.956089,0.032957,T8,True
sub-002,highlevel,1,8.618219,0.156376,1.563759,3.385536,-10.916497,1.014275,0.970559,0.036713,FT10,True
sub-002,highlevel,2,11.66446,0.26375,2.637503,1.400001,-10.916497,1.014275,0.970559,0.036713,FT10,True
sub-002,highlevel,3,27.250913,0.320574,3.20574,8.0,-10.916497,1.014275,0.970559,0.036713,FT10,True
sub-002,highlevel,1,7.615464,0.178871,1.788708,4.269153,-11.686468,0.586836,0.921562,0.042442,FC6,True
sub-002,highlevel,2,11.524006,0.224682,2.246819,1.40001,-11.686468,0.586836,0.921562,0.042442,FC6,True
sub-002,highlevel,3,25.599314,0.29262,2.9262,8.0,-11.686468,0.586836,0.921562,0.042442,FC6,True
sub-002,highlevel,1,21.972541,0.317909,3.179093,5.483579,-12.494417,0.332925,,0.043378,FC2,False
sub-002,highlevel,2,25.647793,0.291496,2.914965,1.4,-12.494417,0.332925,,0.043378,FC2,False
sub-002,highlevel,3,29.674838,0.225603,2.256033,3.851498,-12.494417,0.332925,,0.043378,FC2,False
sub-002,highlevel,1,6.543618,0.209557,2.095571,4.849357,-12.175701,0.318627,0.931857,0.032137,F4,True
sub-002,highlevel,2,19.863136,0.286116,2.861164,2.675374,-12.175701,0.318627,0.931857,0.032137,F4,True
sub-002,highlevel,3,24.288169,0.312015,3.120145,5.328047,-12.175701,0.318627,0.931857,0.032137,F4,True
sub-002,highlevel,4,29.950541,0.187812,1.878124,4.919126,-12.175701,0.318627,0.931857,0.032137,F4,True
sub-002,highlevel,1,7.389447,0.272673,2.726732,4.953165,-11.646788,0.468332,0.912321,0.047212,F8,True
sub-002,highlevel,2,25.411944,0.386596,3.865959,8.0,-11.646788,0.468332,0.912321,0.047212,F8,True
sub-002,highlevel,1,7.434352,0.2284,2.284004,4.359093,-11.787045,0.463816,0.943154,0.033194,Fp2,True
sub-002,highlevel,2,11.159607,0.146038,1.460376,1.447232,-11.787045,0.463816,0.943154,0.033194,Fp2,True
sub-002,highlevel,3,21.961995,0.327136,3.27136,3.873027,-11.787045,0.463816,0.943154,0.033194,Fp2,True
sub-002,highlevel,4,27.737111,0.260385,2.603849,6.713597,-11.787045,0.463816,0.943154,0.033194,Fp2,True
sub-003,base,1,7.47423,0.775329,7.75329,2.761285,-12.111692,0.15345,0.924611,0.056737,Fp1,True
sub-003,base,2,20.167491,0.300635,3.006353,3.058238,-12.111692,0.15345,0.924611,0.056737,Fp1,True
sub-003,base,3,24.429925,0.469263,4.692627,5.30651,-12.111692,0.15345,0.924611,0.056737,Fp1,True
sub-003,base,1,7.418901,0.507753,5.077525,1.888489,-13.85313,,0.903719,0.082017,Fz,False
sub-003,base,2,17.652961,0.617386,6.173864,5.783788,-13.85313,,0.903719,0.082017,Fz,False
sub-003,base,1,7.201336,0.68668,6.8668,2.470152,-12.958516,,,0.057178,F3,False
sub-003,base,2,16.122311,0.450708,4.507079,1.87057,-12.958516,,,0.057178,F3,False
sub-003,base,3,19.811152,0.318217,3.182168,5.016578,-12.958516,,,0.057178,F3,False
sub-003,base,1,7.682133,0.741881,7.418812,2.709694,-11.780393,0.231798,0.940739,0.048222,F7,True
sub-003,base,2,22.183509,0.229197,2.291968,5.886129,-11.780393,0.231798,0.940739,0.048222,F7,True
sub-003,base,3,39.893617,0.139512,1.395116,7.387174,-11.780393,0.231798,0.940739,0.048222,F7,True
sub-003,base,1,7.978656,0.765127,7.651275,2.509106,-11.054045,0.857151,0.96168,0.053946,FT9,True
sub-003,base,1,7.445083,0.637433,6.374329,2.362912,-12.326913,,,0.053575,FC5,False
sub-003,base,2,18.940713,0.301089,3.010886,4.873173,-12.326913,,,0.053575,FC5,False
sub-003,base,1,7.760789,0.821653,8.216534,2.426482,-11.237148,1.101212,0.977026,0.050762,C3,True
sub-003,base,2,21.071211,0.220788,2.207878,4.914704,-11.237148,1.101212,0.977026,0.050762,C3,True
sub-003,base,3,26.28544,0.183828,1.838276,2.238508,-11.237148,1.101212,0.977026,0.050762,C3,True
sub-003,base,1,7.799332,0.729374,7.293737,2.468669,-11.400151,0.46071,0.954973,0.04518,T7,True
sub-003,base,2,18.079123,0.164946,1.649459,1.413244,-11.400151,0.46071,0.954973,0.04518,T7,True
sub-003,base,3,19.912261,0.15508,1.550796,1.4,-11.400151,0.46071,0.954973,0.04518,T7,True
sub-003,base,4,33.973358,0.096939,0.969388,8.0,-11.400151,0.46071,0.954973,0.04518,T7,True
sub-003,base,1,7.702538,0.807232,8.072317,2.555041,-11.200022,0.626783,0.964342,0.045212,TP9,True
sub-003,base,2,21.04544,0.341706,3.417056,4.74235,-11.200022,0.626783,0.964342,0.045212,TP9,True
sub-003,base,3,25.671516,0.218455,2.184546,1.4,-11.200022,0.626783,0.964342,0.045212,TP9,True
sub-003,base,4,38.929426,0.196756,1.96756,6.667471,-11.200022,0.626783,0.964342,0.045212,TP9,True
sub-003,base,1,8.021329,0.968082,9.680819,2.026937,-10.640524,1.30882,0.987875,0.039131,CP5,True
sub-003,base,2,19.22922,0.159734,1.59734,2.795127,-10.640524,1.30882,0.987875,0.039131,CP5,True
sub-003,base,3,22.830395,0.156823,1.568228,1.979577,-10.640524,1.30882,0.987875,0.039131,CP5,True
sub-003,base,4,25.821903,0.214158,2.141577,1.626728,-10.640524,1.30882,0.987875,0.039131,CP5,True
sub-003,base,1,8.10823,1.300299,13.002993,2.146831,-10.6237,1.628789,0.987855,0.04942,CP1,True
sub-003,base,2,21.952222,0.317375,3.173751,6.784606,-10.6237,1.628789,0.987855,0.04942,CP1,True
sub-003,base,1,8.174811,1.337767,13.377673,1.826103,-9.965889,1.934551,0.99252,0.044478,Pz,True
sub-003,base,2,21.904756,0.270489,2.704893,7.02951,-9.965889,1.934551,0.99252,0.044478,Pz,True
sub-003,base,1,8.150219,1.208262,12.082621,1.827059,-9.859849,1.961543,0.990869,0.04787,P3,True
sub-003,base,2,21.694813,0.268002,2.680023,7.242209,-9.859849,1.961543,0.990869,0.04787,P3,True
sub-003,base,1,8.059749,0.941978,9.419775,1.897294,-10.359253,1.348201,0.989365,0.035335,P7,True
sub-003,base,2,19.766453,0.146595,1.465952,2.981316,-10.359253,1.348201,0.989365,0.035335,P7,True
sub-003,base,3,25.301841,0.195902,1.959018,2.448554,-10.359253,1.348201,0.989365,0.035335,P7,True
sub-003,base,4,33.7892,0.153402,1.534022,1.4,-10.359253,1.348201,0.989365,0.035335,P7,True
sub-003,base,5,38.200703,0.133455,1.334549,1.881396,-10.359253,1.348201,0.989365,0.035335,P7,True
sub-003,base,1,8.152108,0.853046,8.530457,1.479018,-9.436643,2.056359,0.97883,0.068743,O1,True
sub-003,base,1,8.124855,0.779725,7.797253,1.504722,-9.526763,2.002244,0.978177,0.068638,Oz,True
sub-003,base,1,8.09452,0.85169,8.516902,1.57158,-9.73279,1.845273,0.984196,0.057047,O2,True
sub-003,base,1,8.200946,1.197867,11.978674,1.748315,-10.005228,1.858279,0.991998,0.040204,P4,True
sub-003,base,2,19.841489,0.194509,1.945092,4.061512,-10.005228,1.858279,0.991998,0.040204,P4,True
sub-003,base,3,25.056347,0.242187,2.421874,3.178238,-10.005228,1.858279,0.991998,0.040204,P4,True
sub-003,base,1,8.13789,1.043958,10.439579,1.700638,-10.066391,1.587382,0.983385,0.056065,P8,True
sub-003,base,1,7.7817,0.694383,6.943834,2.054932,-10.966815,0.728157,0.950492,0.050055,TP10,True
sub-003,base,2,24.547998,0.096264,0.962642,8.0,-10.966815,0.728157,0.950492,0.050055,TP10,True
sub-003,base,3,27.844977,0.15552,1.555204,1.4,-10.966815,0.728157,0.950492,0.050055,TP10,True
sub-003,base,1,8.142911,1.026516,10.265158,1.874403,-10.516636,1.445782,0.987635,0.044619,CP6,True
sub-003,base,2,18.621529,0.238082,2.380823,1.718975,-10.516636,1.445782,0.987635,0.044619,CP6,True
sub-003,base,3,22.060729,0.190599,1.905988,2.598204,-10.516636,1.445782,0.987635,0.044619,CP6,True
sub-003,base,4,25.851724,0.192329,1.923294,2.942854,-10.516636,1.445782,0.987635,0.044619,CP6,True
sub-003,base,1,8.148611,1.325039,13.250389,2.058156,-10.599513,1.632841,0.992363,0.041086,CP2,True
sub-003,base,2,19.85955,0.251565,2.515655,3.922802,-10.599513,1.632841,0.992363,0.041086,CP2,True
sub-003,base,3,24.947248,0.248419,2.484192,3.199075,-10.599513,1.632841,0.992363,0.041086,CP2,True
sub-003,base,1,7.796102,0.969974,9.699735,2.154281,-11.450832,1.317086,0.976004,0.05508,Cz,True
sub-003,base,2,19.218131,0.150324,1.503237,1.4,-11.450832,1.317086,0.976004,0.05508,Cz,True
sub-003,base,3,23.936938,0.262191,2.621911,4.765129,-11.450832,1.317086,0.976004,0.05508,Cz,True
sub-003,base,1,7.998019,0.950454,9.504541,2.090966,-11.05425,1.265228,0.979398,0.049146,C4,True
sub-003,base,2,18.10586,0.206702,2.067022,1.4,-11.05425,1.265228,0.979398,0.049146,C4,True
sub-003,base,3,20.796,0.156487,1.564873,3.005912,-11.05425,1.265228,0.979398,0.049146,C4,True
sub-003,base,4,25.29372,0.168181,1.681806,3.802359,-11.05425,1.265228,0.979398,0.049146,C4,True
sub-003,base,1,7.753395,0.652158,6.521584,2.208686,-11.343168,0.439844,0.928652,0.046895,T8,True
sub-003,base,2,38.638071,0.095586,0.95586,8.0,-11.343168,0.439844,0.928652,0.046895,T8,True
sub-003,base,1,7.808534,0.675029,6.750286,2.12877,-10.717118,1.124088,0.956612,0.062644,FT10,True
sub-003,base,2,36.739933,0.141259,1.412593,8.0,-10.717118,1.124088,0.956612,0.062644,FT10,True
sub-003,base,1,7.758614,0.591368,5.913684,2.198002,-11.269928,0.809359,0.933402,0.059149,FC6,True
sub-003,base,2,36.46383,0.117439,1.174386,8.0,-11.269928,0.809359,0.933402,0.059149,FC6,True
sub-003,base,1,17.956137,0.411438,4.11438,5.373824,-12.958588,,,0.108137,FC2,False
sub-003,base,1,7.676893,0.543077,5.430773,2.169075,-12.453874,,,0.052874,F4,False
sub-003,base,2,16.204262,0.320177,3.201772,1.85023,-12.453874,,,0.052874,F4,False
sub-003,base,3,19.657805,0.221701,2.217009,4.682081,-12.453874,,,0.052874,F4,False
sub-003,base,1,7.759264,0.579503,5.795033,2.007078,-11.467375,0.459958,0.913247,0.051568,F8,True
sub-003,base,2,21.007491,0.153639,1.536392,5.596246,-11.467375,0.459958,0.913247,0.051568,F8,True
sub-003,base,1,7.529843,0.675961,6.759606,2.387731,-12.037383,0.190993,0.90012,0.05387,Fp2,True
sub-003,base,2,22.46706,0.410035,4.100348,6.227996,-12.037383,0.190993,0.90012,0.05387,Fp2,True
sub-003,lowlevel,1,7.757372,0.843574,8.43574,2.479931,-11.855427,0.441478,0.953347,0.048394,Fp1,True
sub-003,lowlevel,2,22.283329,0.261167,2.611669,4.783216,-11.855427,0.441478,0.953347,0.048394,Fp1,True
sub-003,lowlevel,3,29.777237,0.121388,1.213883,8.0,-11.855427,0.441478,0.953347,0.048394,Fp1,True
sub-003,lowlevel,1,8.005152,0.648431,6.484309,1.400001,-13.432179,,,0.052235,Fz,False
sub-003,lowlevel,2,14.936291,0.465899,4.658989,2.363847,-13.432179,,,0.052235,Fz,False
sub-003,lowlevel,3,18.43036,0.395606,3.956065,5.025329,-13.432179,,,0.052235,Fz,False
sub-003,lowlevel,1,7.588534,0.66278,6.627798,2.233118,-12.579814,,,0.055156,F3,False
sub-003,lowlevel,2,17.630485,0.323445,3.234447,4.934411,-12.579814,,,0.055156,F3,False
sub-003,lowlevel,1,7.919476,0.780722,7.807215,2.25874,-11.434421,0.583843,0.953777,0.050473,F7,True
sub-003,lowlevel,2,22.188822,0.169767,1.697667,5.793616,-11.434421,0.583843,0.953777,0.050473,F7,True
sub-003,lowlevel,1,8.055431,0.824072,8.240717,2.313748,-10.747784,1.169784,0.990074,0.032792,FT9,True
sub-003,lowlevel,2,18.801056,0.088323,0.883232,1.4,-10.747784,1.169784,0.990074,0.032792,FT9,True
sub-003,lowlevel,3,23.58429,0.082829,0.828287,4.670576,-10.747784,1.169784,0.990074,0.032792,FT9,True
sub-003,lowlevel,1,7.737129,0.652299,6.522993,2.212133,-11.761733,0.203551,0.92866,0.038843,FC5,True
sub-003,lowlevel,2,17.106064,0.226143,2.26143,3.020783,-11.761733,0.203551,0.92866,0.038843,FC5,True
sub-003,lowlevel,3,34.156221,0.137209,1.372094,7.549983,-11.761733,0.203551,0.92866,0.038843,FC5,True
sub-003,lowlevel,1,8.127344,0.865939,8.659393,2.293116,-10.821831,1.412804,0.97357,0.062943,C3,True
sub-003,lowlevel,1,7.976397,0.764205,7.642052,2.08188,-11.025817,0.784374,0.984627,0.026628,T7,True
sub-003,lowlevel,2,31.195807,0.116558,1.165581,4.403853,-11.025817,0.784374,0.984627,0.026628,T7,True
sub-003,lowlevel,3,35.73111,0.124991,1.249905,1.4,-11.025817,0.784374,0.984627,0.026628,T7,True
sub-003,lowlevel,4,38.351061,0.189281,1.892813,2.143842,-11.025817,0.784374,0.984627,0.026628,T7,True
sub-003,lowlevel,1,7.898284,0.862767,8.627674,2.041734,-11.130115,0.678935,0.924806,0.078186,TP9,True
sub-003,lowlevel,2,19.476059,0.277275,2.772753,3.285456,-11.130115,0.678935,0.924806,0.078186,TP9,True
sub-003,lowlevel,3,23.099186,0.223154,2.231538,1.452577,-11.130115,0.678935,0.924806,0.078186,TP9,True
sub-003,lowlevel,4,25.176246,0.136922,1.369221,1.502435,-11.130115,0.678935,0.924806,0.078186,TP9,True
sub-003,lowlevel,1,8.174081,1.00054,10.005401,1.985224,-10.315129,1.553711,0.987645,0.046504,CP5,True
sub-003,lowlevel,1,8.262924,1.343225,13.43225,2.159517,-10.352721,1.871321,0.989124,0.055339,CP1,True
sub-003,lowlevel,2,21.549228,0.263882,2.638816,8.0,-10.352721,1.871321,0.989124,0.055339,CP1,True
sub-003,lowlevel,1,8.253843,1.373285,13.732848,1.812647,-9.753148,2.076156,0.972225,0.097906,Pz,True
sub-003,lowlevel,1,8.272253,1.148979,11.489787,1.829044,-9.483148,2.205523,0.975494,0.089009,P3,True
sub-003,lowlevel,1,8.094081,1.039788,10.397881,1.889004,-10.553958,1.134602,0.987639,0.039458,P7,True
sub-003,lowlevel,1,8.19893,0.891221,8.912214,1.558489,-9.352114,2.161577,0.971332,0.078427,O1,True
sub-003,lowlevel,1,8.194929,0.860641,8.606414,1.565972,-9.435126,2.126219,0.968623,0.082444,Oz,True
sub-003,lowlevel,1,8.175129,0.921022,9.210217,1.519883,-9.496448,2.08886,0.971662,0.077401,O2,True
sub-003,lowlevel,1,8.254876,1.279872,12.798721,1.688097,-9.845475,1.981475,0.974206,0.081189,P4,True
sub-003,lowlevel,1,8.174252,1.167433,11.674326,1.654054,-9.855373,1.797179,0.984775,0.051487,P8,True
sub-003,lowlevel,1,7.934883,0.892356,8.923565,1.835843,-10.900086,0.802754,0.986276,0.029445,TP10,True
sub-003,lowlevel,2,23.640507,0.110748,1.107478,1.4,-10.900086,0.802754,0.986276,0.029445,TP10,True
sub-003,lowlevel,3,25.804304,0.109823,1.098226,1.4,-10.900086,0.802754,0.986276,0.029445,TP10,True
sub-003,lowlevel,4,28.828029,0.117085,1.170854,1.4,-10.900086,0.802754,0.986276,0.029445,TP10,True
sub-003,lowlevel,5,38.656539,0.131826,1.318257,4.273567,-10.900086,0.802754,0.986276,0.029445,TP10,True
sub-003,lowlevel,1,8.222426,1.158232,11.58232,1.714959,-10.375458,1.578833,0.990424,0.041274,CP6,True
sub-003,lowlevel,2,20.717021,0.152202,1.522017,6.81209,-10.375458,1.578833,0.990424,0.041274,CP6,True
sub-003,lowlevel,1,8.250006,1.373784,13.737839,1.815451,-10.322704,1.827518,0.975591,0.084175,CP2,True
sub-003,lowlevel,1,7.91336,1.069722,10.697222,2.024846,-11.368368,1.444315,0.979173,0.056255,Cz,True
sub-003,lowlevel,2,24.338842,0.227764,2.277636,6.49109,-11.368368,1.444315,0.979173,0.056255,Cz,True
sub-003,lowlevel,1,8.201567,1.084757,10.847568,1.844556,-10.846774,1.429263,0.976388,0.066871,C4,True
sub-003,lowlevel,1,7.946515,0.819017,8.190171,1.74209,-11.228595,0.565039,0.958997,0.046866,T8,True
sub-003,lowlevel,1,7.899732,0.776947,7.769465,1.819871,-10.529777,1.333503,0.990679,0.032341,FT10,True
sub-003,lowlevel,2,22.40721,0.109537,1.095373,5.651125,-10.529777,1.333503,0.990679,0.032341,FT10,True
sub-003,lowlevel,1,7.926258,0.76656,7.665602,1.909727,-11.301799,0.819463,0.975491,0.04094,FC6,True
sub-003,lowlevel,1,15.293397,0.352496,3.524955,2.094595,-12.677058,0.125096,,0.084219,FC2,False
