participant,exp,block_cond,block_order,thisN,cueAss,cueHz,motion_direction,prior,response,corr,rt,thresh75,BiasFirst,coh,coh_level,filename,rt_flag,lowCoh_performance,medCoh_performance,highCoh_performance,prior_dic,response_prior
sub-001,base,base,bhl,0.0,highleft,750.0,left,noprior,right,0.0,0.7878350999999384,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,1.0,highleft,750.0,left,noprior,right,0.0,0.8037091000005603,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,3.0,highleft,750.0,right,noprior,right,1.0,0.6044994000003499,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,4.0,highleft,750.0,left,noprior,left,1.0,0.5434618999988743,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,right,0.0,0.4830191000000923,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,6.0,highleft,750.0,right,noprior,right,1.0,0.7152900999990379,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,7.0,highleft,750.0,right,noprior,right,1.0,0.6949256999996578,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,8.0,highleft,750.0,left,noprior,left,1.0,0.4952720999990561,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,9.0,highleft,750.0,left,noprior,right,0.0,0.866466,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,10.0,highleft,750.0,right,noprior,right,1.0,0.5971705999982078,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,11.0,highleft,750.0,right,noprior,right,1.0,0.5541787000001932,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,12.0,highleft,750.0,left,noprior,left,1.0,0.4918921000007685,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,13.0,highleft,750.0,right,noprior,right,1.0,0.5072867999988375,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,right,noprior,left,0.0,0.5342442999990453,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,15.0,highleft,750.0,left,noprior,left,1.0,0.9262658999996348,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,17.0,highleft,750.0,left,noprior,right,0.0,0.4676593000003777,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,18.0,highleft,750.0,right,noprior,right,1.0,0.8432990999990579,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,19.0,highleft,750.0,left,noprior,right,0.0,0.7717167000009795,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,0.0,highleft,750.0,right,noprior,right,1.0,0.5838058999997884,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,1.0,highleft,750.0,left,noprior,left,1.0,0.5939827000001969,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,2.0,highleft,750.0,left,noprior,right,0.0,0.4738562000002275,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,3.0,highleft,750.0,right,noprior,right,1.0,0.6765255999998772,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,4.0,highleft,750.0,right,noprior,right,1.0,0.5136411000003136,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,5.0,highleft,750.0,right,noprior,right,1.0,0.8462122000000818,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,6.0,highleft,750.0,left,noprior,left,1.0,0.6185341000000335,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,7.0,highleft,750.0,right,noprior,left,0.0,0.9485971000012796,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,8.0,highleft,750.0,left,noprior,left,1.0,0.6672236000013072,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,9.0,highleft,750.0,right,noprior,right,1.0,0.5008715000003576,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,10.0,highleft,750.0,left,noprior,right,0.0,0.9078644000001076,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,11.0,highleft,750.0,left,noprior,right,0.0,0.6020829000008234,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,12.0,highleft,750.0,left,noprior,left,1.0,0.6593250000005355,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,13.0,highleft,750.0,right,noprior,right,1.0,0.8895334999997431,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,left,noprior,right,0.0,0.7284969000011188,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,16.0,highleft,750.0,left,noprior,left,1.0,0.6445356999993237,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,17.0,highleft,750.0,right,noprior,right,1.0,0.8515688000006776,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,18.0,highleft,750.0,left,noprior,right,0.0,0.4330108000012842,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,19.0,highleft,750.0,right,noprior,left,0.0,0.6224614000002475,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,0.0,highleft,750.0,left,noprior,right,0.0,0.8464046000008238,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,3.0,highleft,750.0,left,noprior,left,1.0,0.6487921999996615,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,4.0,highleft,750.0,left,noprior,right,0.0,0.7205784000016138,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,left,1.0,0.4990713999995932,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,6.0,highleft,750.0,right,noprior,right,1.0,0.5706993000003422,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,7.0,highleft,750.0,right,noprior,right,1.0,0.5900596,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,8.0,highleft,750.0,left,noprior,left,1.0,0.5066218000010849,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,9.0,highleft,750.0,left,noprior,left,1.0,0.7958956999991642,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,10.0,highleft,750.0,right,noprior,left,0.0,0.5990806999998313,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,11.0,highleft,750.0,right,noprior,right,1.0,0.4619173999999475,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,12.0,highleft,750.0,left,noprior,right,0.0,0.5728292999992846,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,13.0,highleft,750.0,right,noprior,right,1.0,0.5311381000010442,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,right,noprior,right,1.0,0.7299167999990459,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,15.0,highleft,750.0,left,noprior,right,0.0,0.5959977000002254,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,16.0,highleft,750.0,right,noprior,right,1.0,0.5864160000000993,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,17.0,highleft,750.0,left,noprior,left,1.0,0.5400449000007939,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,19.0,highleft,750.0,left,noprior,right,0.0,0.9646941000009974,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,2.0,highleft,750.0,right,noprior,right,1.0,0.5746775999996316,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,3.0,highleft,750.0,right,noprior,right,1.0,0.7349680000006629,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,4.0,highleft,750.0,right,noprior,left,0.0,0.6729173000003357,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,right,0.0,0.5387695000008534,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,6.0,highleft,750.0,right,noprior,right,1.0,0.6832473999984359,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,7.0,highleft,750.0,right,noprior,right,1.0,0.5946480000002339,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,9.0,highleft,750.0,left,noprior,left,1.0,0.7537790999995195,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,10.0,highleft,750.0,right,noprior,right,1.0,0.6546856999993906,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,11.0,highleft,750.0,right,noprior,right,1.0,0.7586199999987002,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,12.0,highleft,750.0,left,noprior,right,0.0,0.6640427000002092,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,13.0,highleft,750.0,right,noprior,right,1.0,0.5500330000013491,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,right,noprior,left,0.0,0.7018535000006523,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,15.0,highleft,750.0,right,noprior,right,1.0,0.59534,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,16.0,highleft,750.0,left,noprior,left,1.0,0.8521120000004885,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,17.0,highleft,750.0,right,noprior,left,0.0,0.6872901000006095,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,18.0,highleft,750.0,right,noprior,right,1.0,0.5409075999996276,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,19.0,highleft,750.0,right,noprior,right,1.0,0.5336736999997811,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,0.0,highleft,750.0,left,noprior,right,0.0,0.9199074000007386,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,1.0,highleft,750.0,left,noprior,right,0.0,0.6400428999986616,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,2.0,highleft,750.0,right,noprior,right,1.0,0.5500908000012714,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,3.0,highleft,750.0,right,noprior,right,1.0,0.5184614000008878,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,4.0,highleft,750.0,right,noprior,right,1.0,0.5624496000000363,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,right,0.0,0.5666523,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,6.0,highleft,750.0,left,noprior,left,1.0,0.3241476000002876,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,7.0,highleft,750.0,left,noprior,right,0.0,0.4960327999997389,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,8.0,highleft,750.0,left,noprior,left,1.0,0.6039961,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,9.0,highleft,750.0,right,noprior,left,0.0,0.7159133000004658,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,10.0,highleft,750.0,right,noprior,right,1.0,0.8492538999998942,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,11.0,highleft,750.0,right,noprior,left,0.0,0.9146412,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,12.0,highleft,750.0,right,noprior,left,0.0,0.8752614000004542,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,13.0,highleft,750.0,right,noprior,right,1.0,0.4229937000000063,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,left,noprior,left,1.0,0.7116350999986025,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,15.0,highleft,750.0,right,noprior,right,1.0,0.5673657000006642,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,16.0,highleft,750.0,left,noprior,left,1.0,0.8630788999998913,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,17.0,highleft,750.0,left,noprior,right,0.0,0.4882825999993656,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,19.0,highleft,750.0,right,noprior,right,1.0,0.5820523,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,0.0,highleft,750.0,left,noprior,right,0.0,0.7094359999991866,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,1.0,highleft,750.0,left,noprior,right,0.0,0.5005730000011681,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,2.0,highleft,750.0,left,noprior,left,1.0,0.4433250000001862,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,3.0,highleft,750.0,right,noprior,right,1.0,0.5261069,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,left,1.0,0.9686061,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,6.0,highleft,750.0,left,noprior,right,0.0,0.6566528000003018,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,7.0,highleft,750.0,right,noprior,right,1.0,0.5688642,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,8.0,highleft,750.0,right,noprior,left,0.0,0.8492476999999781,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,12.0,highleft,750.0,left,noprior,right,0.0,0.6385078000002977,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,right,noprior,right,1.0,0.5191680000007182,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,15.0,highleft,750.0,right,noprior,right,1.0,0.5431484000000637,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,16.0,highleft,750.0,right,noprior,right,1.0,0.5778628000007302,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,18.0,highleft,750.0,right,noprior,left,0.0,0.7871136000012484,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,19.0,highleft,750.0,left,noprior,left,1.0,0.6826755000001867,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,0.0,highleft,750.0,right,noprior,left,0.0,0.7812097999994876,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,2.0,highleft,750.0,right,noprior,left,0.0,0.9435978999990766,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,3.0,highleft,750.0,right,noprior,right,1.0,0.4599360000011074,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,4.0,highleft,750.0,left,noprior,left,1.0,0.8708139999998821,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,left,1.0,0.5659032000003208,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,6.0,highleft,750.0,right,noprior,left,0.0,0.9466768999991472,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,7.0,highleft,750.0,left,noprior,right,0.0,0.4775697999994008,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,8.0,highleft,750.0,left,noprior,left,1.0,0.8471539,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,9.0,highleft,750.0,right,noprior,right,1.0,0.7803973999998561,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,10.0,highleft,750.0,left,noprior,left,1.0,0.8372620000009192,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,11.0,highleft,750.0,right,noprior,right,1.0,0.5446073999992223,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,12.0,highleft,750.0,left,noprior,right,0.0,0.5948437999995804,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,13.0,highleft,750.0,right,noprior,right,1.0,0.5664304000001721,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,14.0,highleft,750.0,left,noprior,left,1.0,0.8811012000005576,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,15.0,highleft,750.0,right,noprior,left,0.0,0.7833594999992783,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,16.0,highleft,750.0,right,noprior,right,1.0,0.5311325000002398,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,17.0,highleft,750.0,left,noprior,left,1.0,0.6310548,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,18.0,highleft,750.0,right,noprior,left,0.0,0.6897225000011531,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,19.0,highleft,750.0,right,noprior,right,1.0,0.6612790999988647,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,1.0,highleft,750.0,left,noprior,left,1.0,0.7058343999997305,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,3.0,highleft,750.0,left,noprior,left,1.0,0.6620204000009835,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,4.0,highleft,750.0,right,noprior,left,0.0,0.6508062000011705,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,5.0,highleft,750.0,left,noprior,left,1.0,0.6342323999997461,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,6.0,highleft,750.0,right,noprior,left,0.0,0.9423461000005772,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,7.0,highleft,750.0,left,noprior,left,1.0,0.8188040000004548,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,8.0,highleft,750.0,left,noprior,left,1.0,0.7489088000002084,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,9.0,highleft,750.0,right,noprior,right,1.0,0.5312615999991976,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
sub-001,base,base,bhl,10.0,highleft,750.0,left,noprior,left,1.0,0.7162427000002936,0.1124,rightfirst,0.1124,medium,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,1.0
sub-001,base,base,bhl,11.0,highleft,750.0,right,noprior,right,1.0,0.6546739999994315,0.1124,rightfirst,0.0562,low,sub-001_RDKdeutsch_highleft,False,0.59,0.68,0.925,noprior,0.0
